"COND","CITY","YEAR","SLIM","SIGN","LGHT","BLTE","TFFC","EXPR","WGHT"
3,9,2,14,1,5,31,2,217.761904761905,2.43971631205674
2,8,2,8,1,21,68,3,484.285714285714,1.58171019860783
2,10,2,8,1,29,37,1,855.416666666667,1.64856230031949
2,9,2,8,3,28,40,4,548.541666666667,3.2099533437014
2,8,2,8,4,21,86,4,538.095238095238,3.09136295556665
2,8,2,8,4,21,103,4,839.880952380952,3.69627507163323
2,9,2,14,1,10,37,4,295.178571428571,1.64856230031949
2,9,2,14,1,10,37,4,295.178571428571,1.64856230031949
2,8,2,6,1,14,14,1,191.071428571429,1.90056860135855
2,8,2,8,1,8,70,4,2615.89285714286,1.93126913916298
23,8,2,12,1,29,79,4,1642.29166666667,2.43971631205674
2,10,2,6,3,9,15,1,253.5,4.69090909090909
2,10,2,6,1,9,54,3,469.785714285714,1.60467083132146
23,9,2,9,1,25,68,3,315.52380952381,1.58171019860783
2,9,2,7,17,24,14,2,347.523809523809,4.69090909090909
2,8,2,8,1,29,87,2,933.541666666667,4.69090909090909
2,2,2,8,10,14,68,1,229.75,1
22,8,2,1,1,8,3,3,741.071428571429,3.67213850095318
2,8,2,8,1,19,54,2,315.952380952381,1.60467083132146
2,8,2,8,1,1,90,3,510.595238095238,1.64856230031949
2,8,2,4,1,21,14,1,626.547619047619,1.90056860135855
2,8,2,10,1,28,54,3,0.833333333333333,1.60467083132146
2,8,2,6,1,8,16,4,402.321428571429,2.22550904081547
2,8,2,8,4,1,103,3,471.190476190476,3.69627507163323
2,8,2,8,4,21,103,2,410.357142857143,3.69627507163323
23,11,2,10,1,25,37,2,345.380952380952,1.64856230031949
2,8,2,8,1,21,54,4,190.952380952381,1.60467083132146
2,10,2,6,4,1,56,4,10603.8095238095,2.09017217123333
2,8,2,12,1,8,79,1,635.892857142857,2.43971631205674
23,8,2,8,1,5,54,4,145.333333333333,1.60467083132146
2,8,2,8,3,8,70,3,562.142857142857,4.69090909090909
2,9,2,1,1,8,14,3,667.678571428571,1.90056860135855
2,8,2,8,1,29,88,4,782.291666666667,1.70719602977667
2,8,2,8,1,9,68,4,375.857142857143,1.58171019860783
2,10,2,6,1,34,54,3,177.333333333333,1.60467083132146
2,8,2,10,1,21,68,2,424.642857142857,1.58171019860783
2,8,2,6,1,10,65,3,4190,2.00282286520819
2,6,2,6,1,34,14,1,233.75,1.90056860135855
23,8,2,8,3,5,16,3,221.904761904762,2.7520209677788
2,9,2,8,1,23,34,1,255.666666666667,1.57022471910112
2,9,2,8,1,23,34,1,255.666666666667,1.57022471910112
2,9,2,8,1,23,34,1,255.666666666667,1.57022471910112
2,10,2,6,6,8,16,2,494.285714285714,2.54213214182114
2,8,2,8,4,20,40,4,673.214285714286,1.88512279277451
2,9,2,11,1,1,22,4,1471.42857142857,1.72051358614512
2,11,2,14,1,24,61,4,322.571428571429,1.1882958547819
2,11,2,10,1,21,58,3,554.52380952381,2.0151171579743
2,8,2,14,1,34,79,1,284.25,2.43971631205674
2,10,2,6,6,8,16,2,445.178571428571,2.54213214182114
2,8,2,9,1,30,37,1,877.916666666667,1.64856230031949
2,8,2,8,1,28,54,2,1102.70833333333,1.60467083132146
2,8,2,8,1,1,51,2,445.714285714286,2.57713651498335
2,8,2,8,3,8,16,4,1503.75,2.7520209677788
2,9,2,14,1,1,31,3,621.785714285714,2.43971631205674
2,8,2,8,1,25,54,4,338.571428571429,1.60467083132146
2,9,2,6,1,21,16,2,335.595238095238,2.22550904081547
2,8,2,8,1,22,88,2,289.047619047619,1.70719602977667
2,8,2,8,1,21,54,3,345.952380952381,1.60467083132146
2,8,2,9,3,25,38,4,198.952380952381,4.69090909090909
2,8,2,6,6,1,16,4,1110.2380952381,2.54213214182114
9,10,2,6,1,21,54,3,697.97619047619,1.60467083132146
2,10,2,8,1,25,56,2,8.14285714285714,1.77007795371782
2,8,2,8,1,34,68,3,453.833333333333,1.58171019860783
2,8,2,8,1,29,44,4,1150,1.83702531645569
2,10,2,6,1,9,54,3,545,1.60467083132146
23,8,2,11,1,12,54,4,506.607142857143,1.60467083132146
2,11,2,8,1,12,56,1,390.446428571429,1.77007795371782
2,8,2,14,1,33,61,2,217.25,1.1882958547819
2,9,2,6,1,1,16,2,290.47619047619,2.22550904081547
9,11,2,9,1,25,40,1,222.380952380952,1.6412503755014
2,8,2,8,1,20,103,4,520.357142857143,1
2,8,2,8,9,12,56,4,246.071428571429,1
2,11,2,8,4,12,40,4,366.160714285714,1.88512279277451
2,8,2,6,1,12,56,3,487.857142857143,1.77007795371782
2,10,2,6,1,5,16,3,161.142857142857,2.22550904081547
2,8,2,8,3,12,56,1,251.875,2.05498809208785
9,11,2,8,1,12,20,3,336.339285714286,1.99124027647877
2,8,2,6,3,8,16,2,920,2.7520209677788
23,9,2,12,10,11,31,3,316.160714285714,4.69090909090909
2,8,2,8,1,34,101,4,522.666666666667,2.28094302554027
2,8,2,6,1,25,14,1,189.619047619048,1.90056860135855
2,8,2,6,1,25,14,1,189.619047619048,1.90056860135855
23,9,2,8,1,29,68,4,1360.41666666667,1.58171019860783
2,8,2,10,1,12,68,4,287.678571428571,1.58171019860783
2,8,2,8,3,1,48,2,5586.66666666667,2.52322738386308
2,11,2,8,9,12,56,1,460.089285714286,1
2,8,2,8,1,21,70,3,507.02380952381,1.93126913916298
2,11,2,10,4,5,40,2,326.571428571429,1.88512279277451
2,8,2,6,1,17,14,1,119.392857142857,1.90056860135855
2,11,2,9,1,11,40,1,291.428571428571,1.6412503755014
2,5,2,10,1,2,14,1,806.428571428571,1.64071153276951
2,11,2,14,1,33,11,2,489.583333333333,1
2,11,2,6,1,34,16,2,292.166666666667,2.22550904081547
2,11,2,10,4,1,40,2,597.97619047619,1.88512279277451
2,8,2,8,1,9,54,3,254.428571428571,1.60467083132146
18,8,2,8,3,4,56,4,555.595238095238,2.05498809208785
18,8,2,8,3,4,56,4,555.595238095238,2.05498809208785
2,8,2,8,3,21,100,4,497.380952380952,4.69090909090909
2,11,2,8,1,12,56,3,221.964285714286,1.77007795371782
2,11,2,9,1,8,38,4,1026.07142857143,1.46759118503771
2,4,2,8,1,10,70,1,241.964285714286,1.93126913916298
2,4,2,9,2,25,43,4,138.571428571429,4.69090909090909
2,4,2,7,1,29,16,2,768.125,2.22550904081547
2,4,2,12,1,34,61,2,212.666666666667,1.1882958547819
2,4,2,8,3,34,27,2,259.583333333333,2.71578947368421
2,4,2,8,3,34,27,2,259.583333333333,2.71578947368421
2,4,2,8,3,34,55,1,363.083333333333,4.69090909090909
14,4,2,12,1,21,79,4,303.809523809524,2.43971631205674
2,4,2,8,3,5,69,4,236.666666666667,4.69090909090909
2,4,2,6,1,10,14,1,702.410714285714,1.90056860135855
2,4,2,6,1,10,14,1,702.410714285714,1.90056860135855
2,4,2,8,3,13,39,1,1047.14285714286,4.69090909090909
2,1,2,6,3,12,44,3,6217.85714285714,1.47681408618902
9,1,2,6,1,25,34,4,258.333333333333,1.21491219597009
2,1,2,7,3,3,97,4,348.333333333333,2.50355802820546
2,1,2,10,1,34,21,2,207.166666666667,1.51124648547329
2,1,2,9,1,21,46,3,436.904761904762,1.37499777939635
2,1,2,6,3,5,16,2,156.190476190476,1.8194304289497
9,1,2,6,3,21,66,2,332.619047619048,2.50355802820546
2,1,2,6,1,3,54,2,527.738095238095,1.23543118192621
2,1,2,6,3,8,16,2,453.035714285714,1.8194304289497
2,3,2,10,4,21,40,4,676.309523809524,1.88512279277451
21,6,2,6,1,8,56,1,375.892857142857,1.77007795371782
2,6,2,7,1,21,54,2,554.761904761905,1.60467083132146
2,6,2,14,1,21,91,2,355.833333333333,4.69090909090909
2,6,2,7,1,29,54,3,635,1.60467083132146
9,6,2,7,1,21,53,3,642.738095238095,1.64856230031949
9,6,2,7,4,9,56,1,286.571428571429,2.09017217123333
9,6,2,12,1,21,61,4,352.857142857143,1.1882958547819
2,6,2,7,3,22,94,2,741.547619047619,4.69090909090909
9,6,2,7,1,13,54,2,196.696428571429,1.60467083132146
2,6,2,7,1,8,14,2,451.25,1.90056860135855
9,6,2,7,1,20,54,3,603.214285714286,1.60467083132146
2,6,2,7,3,13,20,2,162.142857142857,1.95315826827537
2,6,2,7,6,34,16,2,297.5,2.54213214182114
9,6,2,7,1,1,14,2,2507.97619047619,1.90056860135855
2,6,2,7,1,1,92,1,388.809523809524,4.69090909090909
2,6,2,7,3,1,56,1,1077.7380952381,2.05498809208785
2,6,2,7,3,34,56,2,87.0833333333333,2.05498809208785
2,6,2,7,6,9,16,2,229.071428571429,2.54213214182114
2,6,2,7,6,9,16,2,229.071428571429,2.54213214182114
2,6,2,7,1,29,14,2,354.166666666667,1.90056860135855
2,6,2,8,1,10,54,2,311.875,1.60467083132146
2,6,2,7,1,9,14,2,342.357142857143,1.90056860135855
2,6,2,7,1,34,14,2,340.25,1.90056860135855
2,10,2,7,3,3,15,1,963.928571428571,4.69090909090909
9,6,2,7,1,22,18,2,610.595238095238,1.665559970358
2,6,2,7,1,8,18,1,772.142857142857,1.665559970358
2,6,2,10,3,21,16,2,1291.42857142857,2.7520209677788
9,6,2,9,3,34,55,2,209.833333333333,4.69090909090909
2,6,2,7,1,26,46,3,93.0952380952381,1.84835820895522
2,6,2,7,6,25,20,2,108.190476190476,3.0840493089279
15,6,2,14,1,29,61,4,617.5,1.1882958547819
2,6,2,7,1,8,65,3,244.285714285714,2.00282286520819
2,6,2,6,3,8,16,3,528.214285714286,2.7520209677788
9,6,2,7,1,20,54,2,420.595238095238,1.60467083132146
2,8,2,10,1,21,100,2,444.285714285714,4.69090909090909
9,8,2,8,3,8,16,2,496.071428571429,2.7520209677788
2,8,2,8,1,24,14,2,169.666666666667,1.90056860135855
2,3,2,7,1,11,13,2,531.875,4.69090909090909
2,2,2,7,1,1,18,1,3454.52380952381,1.665559970358
2,2,2,8,1,29,54,1,808.75,1.60467083132146
2,2,2,10,1,21,60,1,426.428571428571,2.02194357366771
9,2,2,10,1,8,38,1,982.5,1.46759118503771
2,2,2,6,1,34,14,1,355.25,1.90056860135855
23,2,2,10,1,9,58,1,275.142857142857,2.0151171579743
2,2,2,8,1,21,101,1,137.738095238095,2.28094302554027
2,2,2,8,1,25,54,1,147.761904761905,1.60467083132146
2,2,2,8,1,16,62,1,228,2.04014598540146
3,10,2,6,1,12,14,2,899.910714285714,1.90056860135855
9,10,2,8,4,3,16,2,687.380952380952,2.66711615388969
23,12,2,7,4,12,48,3,524.464285714286,3.07142857142856
2,12,2,7,4,8,16,2,248.75,2.66711615388969
2,12,2,7,1,8,14,3,476.785714285714,1.90056860135855
2,12,2,7,4,10,56,2,338.660714285714,2.09017217123333
3,12,2,7,4,34,16,2,209.666666666667,2.66711615388969
2,12,2,7,4,1,8,3,506.904761904762,1.35551663747811
2,12,2,7,4,1,56,3,215.952380952381,2.09017217123333
2,12,2,11,1,29,41,4,1100,1.22888352597485
2,12,2,7,1,29,98,3,1366.25,4.69090909090909
2,12,2,7,3,8,56,1,795.535714285714,2.05498809208785
2,12,2,11,1,29,41,4,301.041666666667,1.22888352597485
2,12,2,7,1,25,10,2,242.571428571429,2.61707523245985
2,12,2,7,4,21,16,1,641.428571428571,2.66711615388969
23,12,2,7,4,9,16,2,163.928571428571,2.66711615388969
23,12,2,7,4,9,16,2,163.928571428571,2.66711615388969
2,12,2,7,1,25,20,2,276.666666666667,1.99124027647877
2,12,2,7,3,8,16,2,723.75,2.7520209677788
9,12,2,7,4,8,16,2,881.964285714286,2.66711615388969
4,12,2,7,4,1,20,2,1195.47619047619,2.24573150318045
2,12,2,7,1,27,42,3,618.541666666667,1.68143156964542
23,12,2,7,4,29,56,3,2206.25,2.09017217123333
2,12,2,7,4,21,56,3,764.047619047619,2.09017217123333
23,12,2,7,14,8,66,3,753.571428571429,4.69090909090909
3,12,2,7,4,21,16,2,280.595238095238,2.66711615388969
2,12,2,7,1,8,64,4,1919.28571428571,4.69090909090909
23,12,2,8,4,29,44,4,907.916666666667,1.96408354479797
25,12,2,7,4,21,22,3,407.738095238095,1.68139029688631
2,12,2,7,4,12,56,2,250.535714285714,2.09017217123333
23,12,2,7,4,21,24,3,549.166666666667,2.45369749436078
2,12,2,7,1,34,24,4,284,2.05659625348744
2,12,2,7,4,1,16,2,275.119047619048,2.66711615388969
2,12,2,7,4,21,6,3,375.714285714286,2.90431519699812
23,12,2,7,4,9,16,2,219.214285714286,2.66711615388969
23,12,2,11,1,29,41,4,15,1.22888352597485
2,12,2,7,1,34,58,4,308.5,2.0151171579743
24,12,2,7,6,1,16,2,229.166666666667,2.54213214182114
2,12,2,7,1,29,12,4,224.166666666667,4.69090909090909
2,12,2,7,4,10,16,3,328.392857142857,2.66711615388969
2,12,2,8,4,29,64,4,1257.91666666667,2.28318584070797
2,12,2,7,4,25,99,4,329.904761904762,4.69090909090909
2,12,2,7,1,8,26,2,325.535714285714,1.87531450936539
2,12,2,7,1,25,14,2,271.238095238095,1.90056860135855
2,12,2,7,4,10,90,4,891.696428571429,2.43661460225208
2,12,2,7,1,19,16,3,436.785714285714,2.22550904081547
2,12,2,7,4,1,56,3,135.833333333333,2.09017217123333
2,12,2,7,4,10,65,2,240.357142857143,4.69090909090909
2,12,2,7,1,10,16,2,148.392857142857,2.22550904081547
2,12,2,7,4,8,27,2,883.214285714286,2.38985098670962
24,12,2,7,1,1,42,4,510.238095238095,1.68143156964542
2,12,2,7,4,1,16,2,307.02380952381,2.66711615388969
2,12,2,7,4,8,48,2,593.035714285714,3.07142857142856
2,12,2,7,1,8,54,3,1846.60714285714,1.60467083132146
2,12,2,7,1,8,54,3,1846.60714285714,1.60467083132146
2,12,2,7,1,9,9,3,373.142857142857,1.89738327347357
2,12,2,7,4,21,60,2,267.619047619048,1.76572782311134
23,12,2,7,4,8,24,2,382.321428571429,2.45369749436078
2,12,2,7,4,10,56,2,270,2.09017217123333
2,12,2,7,4,8,10,2,933.392857142857,2.33772652388797
2,12,2,7,4,8,44,3,1097.32142857143,1.96408354479797
2,12,2,7,6,25,16,2,360.523809523809,2.54213214182114
2,12,2,11,1,10,41,4,690.446428571429,1.22888352597485
2,12,2,7,1,34,14,2,208.333333333333,1.90056860135855
9,12,2,7,4,21,16,2,687.023809523809,2.66711615388969
2,12,2,7,1,14,9,1,242.178571428571,1.89738327347357
2,12,2,7,4,25,27,1,212.285714285714,2.38985098670962
2,12,2,7,4,27,56,3,1201.875,2.09017217123333
2,12,2,7,4,1,24,2,1070.59523809524,2.45369749436078
2,12,2,7,1,5,14,2,147.095238095238,1.90056860135855
2,12,2,7,12,22,14,3,309.880952380952,3.32664756446991
2,12,2,7,4,8,44,4,3808.57142857143,1.96408354479797
2,12,2,7,4,10,56,2,782.589285714286,2.09017217123333
2,12,2,11,1,34,41,1,296.166666666667,1.22888352597485
2,12,2,7,4,29,24,3,1118.75,2.45369749436078
9,12,2,7,3,8,111,4,555.892857142857,4.69090909090909
2,12,2,7,1,28,14,2,748.333333333333,1.90056860135855
2,12,2,11,1,29,61,4,680.833333333333,1.1882958547819
2,12,2,7,4,34,56,4,352.25,2.09017217123333
2,12,2,7,4,10,66,2,1122.23214285714,2.59219858156028
2,12,2,7,4,21,24,3,515.714285714286,2.45369749436078
9,12,2,7,4,21,70,2,835.833333333333,2.04014598540146
23,12,2,7,1,34,54,2,500.666666666667,1.60467083132146
2,12,2,7,6,21,16,3,450.47619047619,2.54213214182114
9,12,2,7,4,34,16,2,242.25,2.66711615388969
2,12,2,7,1,21,54,3,467.97619047619,1.60467083132146
2,12,2,7,1,34,14,3,419.833333333333,1.90056860135855
9,12,2,7,3,12,56,3,24.0178571428571,2.05498809208785
2,12,2,7,4,10,16,2,472.410714285714,2.66711615388969
2,12,2,7,4,14,64,4,165.357142857143,2.28318584070797
2,12,2,7,1,1,66,2,10.1190476190476,4.69090909090909
16,12,2,7,4,9,16,2,456.214285714286,2.66711615388969
13,12,2,11,1,34,41,4,305.583333333333,1.22888352597485
13,12,2,11,1,34,41,4,305.583333333333,1.22888352597485
2,12,2,7,1,9,16,2,262.785714285714,2.22550904081547
2,12,2,7,6,1,16,2,287.619047619048,2.54213214182114
2,12,2,7,4,29,16,2,522.916666666667,2.66711615388969
2,12,2,7,1,10,66,2,959.642857142857,4.69090909090909
2,12,2,7,6,10,10,2,112.678571428571,3.11044133476857
24,12,2,7,4,1,56,3,357.02380952381,2.09017217123333
2,12,2,7,1,29,54,3,624.166666666667,1.60467083132146
2,12,2,7,1,29,54,3,624.166666666667,1.60467083132146
9,12,2,7,4,29,44,2,1834.79166666667,1.96408354479797
2,12,2,7,4,1,44,3,273.214285714286,1.96408354479797
9,12,2,7,1,22,88,1,630.238095238095,1.70719602977667
9,12,2,7,1,8,14,2,716.25,1.90056860135855
2,12,2,11,1,9,41,4,109.785714285714,1.22888352597485
2,12,2,7,4,28,56,3,1928.54166666667,2.09017217123333
24,12,2,7,3,3,16,2,256.309523809524,2.7520209677788
2,12,2,7,3,1,16,2,554.166666666667,2.7520209677788
9,12,2,7,3,21,16,2,416.547619047619,2.7520209677788
23,12,2,7,3,21,16,2,715.238095238095,2.7520209677788
23,12,2,7,6,8,56,2,1939.82142857143,1.79400260756193
23,12,2,7,6,29,56,3,919.375,1.79400260756193
2,12,2,7,1,8,56,3,496.607142857143,1.77007795371782
23,10,2,7,1,12,14,1,200.089285714286,1.90056860135855
2,12,2,7,1,25,24,4,124.190476190476,2.05659625348744
2,12,2,7,4,1,48,2,961.071428571429,3.07142857142856
2,12,2,7,6,29,10,2,785.416666666667,3.11044133476857
2,12,2,5,1,4,42,2,247.97619047619,1.68143156964542
2,12,2,7,3,5,16,3,193.190476190476,2.7520209677788
9,12,2,7,4,21,47,1,746.547619047619,4.69090909090909
2,12,2,7,4,1,10,3,236.547619047619,2.33772652388797
2,12,2,7,1,29,88,4,1233.75,1.70719602977667
2,12,2,7,2,8,16,2,955.178571428571,2.90431519699812
2,12,2,7,4,8,27,3,5687.67857142857,2.38985098670962
2,12,2,7,6,21,16,2,289.52380952381,2.54213214182114
2,12,2,7,3,9,16,1,415,2.7520209677788
2,12,2,7,1,10,9,2,501.964285714286,1.89738327347357
9,12,2,7,4,21,12,1,449.642857142857,4.69090909090909
2,12,2,7,4,21,24,2,509.642857142857,2.45369749436078
2,12,2,7,3,21,56,2,303.690476190476,2.05498809208785
2,12,2,7,3,4,16,2,341.666666666667,2.7520209677788
24,12,2,7,1,8,9,2,4305,1.89738327347357
23,12,2,7,3,5,24,2,245.761904761905,3.07142857142856
2,12,2,7,3,24,10,2,186.666666666667,4.69090909090909
2,12,2,7,1,29,16,3,704.166666666667,2.22550904081547
2,12,2,7,1,21,54,3,409.166666666667,1.60467083132146
2,12,2,10,1,29,41,4,643.333333333333,1.22888352597485
9,12,2,7,3,4,16,1,262.619047619048,2.7520209677788
9,12,2,7,2,8,16,2,712.5,2.90431519699812
2,12,2,9,1,21,43,2,646.904761904762,1
2,12,2,7,1,34,54,3,250.416666666667,1.60467083132146
2,12,2,7,3,4,56,2,584.761904761905,2.05498809208785
2,12,2,7,1,22,56,2,1003.33333333333,1.77007795371782
2,6,2,11,1,11,54,1,304.017857142857,1.60467083132146
2,6,2,10,4,1,16,1,993.333333333333,2.66711615388969
2,6,2,10,1,21,54,1,731.666666666667,1.60467083132146
2,6,2,10,1,21,54,1,731.666666666667,1.60467083132146
2,6,2,8,1,21,101,1,194.404761904762,2.28094302554027
9,6,2,8,1,10,14,1,485.267857142857,1.90056860135855
9,9,2,8,1,21,53,1,588.571428571429,1.64856230031949
9,9,2,6,1,8,13,1,893.571428571429,4.69090909090909
9,6,2,10,1,11,13,1,218.660714285714,4.69090909090909
2,7,2,9,1,21,67,4,467.142857142857,4.69090909090909
9,5,2,6,1,9,14,3,460.928571428571,1.64071153276951
9,5,2,8,1,29,54,3,411.875,1.41539991776391
23,5,2,8,3,9,16,2,261,2.23862558801108
2,7,2,10,1,9,69,4,280.285714285714,4.69090909090909
2,5,2,8,1,29,36,3,902.916666666667,1.6395823876532
23,5,2,9,1,3,56,2,3534.40476190476,1.54254286112295
9,5,2,8,1,21,69,4,533.571428571429,3.37254901960784
2,5,2,8,3,25,69,2,169.619047619048,3.37254901960784
2,4,2,9,1,20,17,1,505.833333333333,1
2,3,2,12,1,28,25,2,935.625,1.64856230031949
2,3,2,8,1,34,38,4,232.833333333333,1.46759118503771
2,3,2,8,1,21,18,2,407.380952380952,1.665559970358
2,11,2,14,1,28,17,2,1745.41666666667,1
2,3,2,8,1,29,14,2,830,1.90056860135855
2,3,2,12,1,33,26,3,590.75,1.87531450936539
2,3,2,12,1,33,26,3,590.75,1.87531450936539
2,3,2,12,1,33,61,4,378,1.1882958547819
2,3,2,7,1,24,16,2,201.047619047619,2.22550904081547
2,3,2,7,1,1,16,3,396.547619047619,2.22550904081547
2,3,2,12,1,34,41,4,124.166666666667,1.22888352597485
2,3,2,11,1,3,38,3,1975.83333333333,1.46759118503771
2,3,2,15,1,12,41,4,522.857142857143,1.22888352597485
2,3,2,8,1,10,56,3,210.446428571429,1.77007795371782
2,3,2,8,1,10,56,3,210.446428571429,1.77007795371782
2,7,2,8,2,1,64,2,540.833333333333,4.69090909090909
2,7,2,13,1,29,61,4,521.875,1.1882958547819
2,7,2,7,4,14,16,2,203.785714285714,2.66711615388969
2,3,2,12,1,23,13,2,322.047619047619,4.69090909090909
2,9,2,10,1,8,14,1,630,1.90056860135855
9,3,3,9,1,20,18,1,238.928571428571,1.665559970358
9,3,3,9,1,20,18,1,238.928571428571,1.665559970358
2,3,3,16,1,24,17,3,59.6666666666667,1
2,9,3,6,4,14,16,2,221.321428571429,2.66711615388969
2,8,3,8,4,34,48,3,207.5,3.07142857142856
2,9,3,6,1,1,20,1,944.761904761905,1.99124027647877
2,8,3,6,1,8,16,1,658.571428571429,2.22550904081547
2,8,3,10,1,12,68,3,337.321428571429,1.58171019860783
2,8,3,8,1,16,56,3,110.035714285714,1.77007795371782
2,8,3,12,1,29,79,4,821.25,2.43971631205674
24,9,3,10,4,21,44,4,1070,1.96408354479797
2,9,3,7,1,1,14,2,482.5,1.90056860135855
2,8,3,8,1,10,14,1,513.928571428571,1.90056860135855
2,8,3,8,1,21,38,4,598.095238095238,1.46759118503771
23,9,3,9,3,8,56,2,634.464285714286,2.05498809208785
2,11,3,14,1,29,41,1,1001.875,1.22888352597485
2,8,3,12,1,29,79,4,492.291666666667,2.43971631205674
23,9,3,7,9,24,30,2,106.52380952381,4.69090909090909
23,8,3,10,1,33,54,3,1.16666666666667,1.60467083132146
2,8,3,7,1,21,54,3,597.738095238095,1.60467083132146
2,8,3,14,1,28,95,1,506.25,1.09090909090909
23,9,3,14,1,33,21,4,208.583333333333,2.10326086956522
2,8,3,8,3,5,90,1,152.619047619048,1.28871128871129
2,8,3,8,1,10,68,3,309.017857142857,1.58171019860783
2,8,3,8,1,21,36,1,626.428571428571,1.89905362776025
2,8,3,8,1,21,70,1,417.380952380952,1.93126913916298
2,8,3,8,1,21,68,3,259.047619047619,1.58171019860783
2,9,3,8,1,4,71,3,8233.33333333333,4.69090909090909
9,8,3,8,1,34,88,4,390.666666666667,1.70719602977667
24,9,3,10,1,7,22,1,340,1.72051358614512
24,8,3,12,1,33,79,4,258.75,2.43971631205674
2,8,3,8,1,8,54,3,248.571428571429,1.60467083132146
2,8,3,8,1,21,54,3,561.547619047619,1.60467083132146
2,10,3,7,2,8,60,1,1425.89285714286,1.64856230031949
2,9,3,8,1,12,54,3,416.071428571429,1.60467083132146
2,9,3,10,1,25,22,3,267,1.72051358614512
23,8,3,6,1,1,16,1,328.571428571429,2.22550904081547
2,8,3,8,1,9,18,3,354.785714285714,1.665559970358
2,9,3,11,1,8,18,3,1087.32142857143,1.665559970358
2,8,3,8,4,21,56,4,549.880952380952,2.09017217123333
2,8,3,9,1,34,68,1,266.833333333333,1.58171019860783
2,8,3,8,1,25,54,3,183.761904761905,1.60467083132146
2,11,3,8,3,24,56,3,171.380952380952,2.05498809208785
2,8,3,6,4,8,48,2,1169.10714285714,3.07142857142856
2,8,3,6,3,8,56,2,1665.35714285714,2.05498809208785
2,8,3,8,1,34,68,4,656.916666666667,1.58171019860783
2,8,3,14,6,8,31,4,730,4.69090909090909
2,8,3,8,3,21,20,1,590.833333333333,1.95315826827537
2,8,3,14,1,24,107,4,141.666666666667,1
23,8,3,8,3,34,56,4,420.75,2.05498809208785
2,9,3,7,1,21,14,2,397.261904761905,1.90056860135855
23,8,3,8,3,4,16,4,279.047619047619,2.7520209677788
2,8,3,8,1,8,54,4,671.964285714286,1.60467083132146
2,8,3,6,1,5,9,4,282.238095238095,1.89738327347357
2,9,3,9,3,1,20,3,1589.64285714286,1.95315826827537
2,8,3,8,1,21,68,4,705.595238095238,1.58171019860783
2,8,3,6,3,1,56,4,513.095238095238,2.05498809208785
2,8,3,8,1,1,101,4,961.428571428571,2.28094302554027
2,8,3,8,1,1,73,4,361.071428571429,1.3578947368421
2,8,3,9,1,24,68,3,152.47619047619,1.58171019860783
2,8,3,9,9,25,56,3,173.142857142857,1
2,8,3,8,1,25,54,4,115.714285714286,1.60467083132146
2,8,3,8,1,8,88,4,1404.10714285714,1.70719602977667
2,8,3,8,1,8,54,4,1127.85714285714,1.60467083132146
2,8,3,6,9,10,27,3,195.089285714286,4.69090909090909
2,8,3,6,9,10,27,3,195.089285714286,4.69090909090909
2,9,3,14,1,21,61,1,675.357142857143,1.1882958547819
2,8,3,6,1,28,14,3,950.208333333333,1.90056860135855
2,8,3,8,1,25,54,4,151.809523809524,1.60467083132146
2,8,3,8,1,25,56,4,293.809523809524,1.77007795371782
2,8,3,8,1,21,68,4,323.690476190476,1.58171019860783
2,9,3,9,3,22,20,4,860.119047619048,1.95315826827537
2,11,3,8,1,21,38,3,769.404761904762,1.46759118503771
2,8,3,8,3,1,56,3,960.833333333333,2.05498809208785
23,9,3,10,3,9,20,4,158.928571428571,1.95315826827537
2,8,3,8,1,30,54,1,963.75,1.60467083132146
2,8,3,8,3,8,75,4,899.107142857143,1.9017199017199
2,9,3,8,1,14,54,3,138.642857142857,1.60467083132146
2,11,3,8,1,3,68,2,613.452380952381,1.58171019860783
2,8,3,8,1,21,56,3,450.833333333333,1.77007795371782
2,8,3,8,1,29,54,4,937.916666666667,1.60467083132146
2,9,3,8,1,29,40,4,535.208333333333,1.6412503755014
2,8,3,6,9,8,56,4,633.571428571429,1
2,8,3,8,4,1,56,3,266.785714285714,2.09017217123333
2,8,3,8,1,10,56,4,214.375,1.77007795371782
2,8,3,14,1,25,79,1,203.761904761905,2.43971631205674
23,8,3,6,3,29,16,4,937.5,2.7520209677788
2,9,3,9,4,34,40,3,873.5,1.88512279277451
2,8,3,7,1,20,68,1,554.761904761905,1.58171019860783
2,8,3,9,3,29,40,3,600.416666666667,3.2099533437014
2,8,3,8,1,21,56,4,626.428571428571,1.77007795371782
23,8,3,6,1,8,16,1,418.392857142857,2.22550904081547
2,9,3,9,3,19,20,2,513.809523809524,1.95315826827537
2,11,3,14,1,21,79,1,309.52380952381,2.43971631205674
2,8,3,8,3,25,90,1,228.333333333333,1.28871128871129
23,8,3,6,1,28,14,2,934.166666666667,1.90056860135855
2,8,3,8,3,21,90,2,626.547619047619,1.28871128871129
2,8,3,6,1,10,14,1,101.160714285714,1.90056860135855
2,8,3,8,3,1,36,2,2419.64285714286,3.81163434903047
2,8,3,6,6,16,16,2,165.892857142857,2.54213214182114
2,8,3,8,1,29,54,3,857.083333333333,1.60467083132146
9,8,3,8,1,25,42,1,217.333333333333,1.68143156964542
9,8,3,8,1,25,54,4,154.095238095238,1.60467083132146
23,9,3,14,1,24,61,4,122.333333333333,1.1882958547819
2,8,3,12,3,34,32,1,449.5,4.69090909090909
