"COND","CITY","YEAR","SLIM","SIGN","LGHT","BLTE","TFFC","EXPR","WGHT"
23,9,4,6,1,21,16,1,850,2.22550904081547
9,10,4,8,5,13,20,1,428.660714285714,4.69090909090909
9,8,4,8,1,5,101,4,187.285714285714,2.28094302554027
2,9,4,14,9,33,79,1,214.083333333333,4.69090909090909
2,8,4,8,1,16,40,4,70.5,1.6412503755014
2,10,4,6,12,8,9,2,655.535714285714,4.69090909090909
2,8,4,10,1,5,68,2,169.666666666667,1.58171019860783
2,9,4,14,9,28,31,4,1146.66666666667,4.69090909090909
2,11,4,6,1,10,16,1,296.875,2.22550904081547
23,8,4,9,1,13,54,4,390.982142857143,1.60467083132146
2,8,4,14,1,34,79,4,15.5,2.43971631205674
2,11,4,8,9,22,56,3,647.619047619048,1
2,11,4,8,4,1,56,2,786.547619047619,2.09017217123333
2,11,4,8,1,21,16,4,300.833333333333,2.22550904081547
2,11,4,8,4,12,20,3,162.232142857143,2.24573150318045
2,10,4,6,6,8,16,1,549.464285714286,2.54213214182114
2,9,4,14,1,33,31,3,472.75,2.43971631205674
2,10,4,11,1,33,31,3,351.75,2.43971631205674
23,8,4,8,3,9,56,4,292.928571428571,2.05498809208785
2,8,4,8,1,9,54,3,114.571428571429,1.60467083132146
2,8,4,8,1,25,56,3,125.952380952381,1.77007795371782
2,8,4,8,3,10,56,2,350.803571428571,2.05498809208785
2,8,4,6,6,14,16,2,149.5,2.54213214182114
2,8,4,8,3,21,16,1,727.142857142857,2.7520209677788
2,2,4,6,3,8,16,1,534.642857142857,2.7520209677788
2,8,4,8,3,15,56,4,169.928571428571,2.05498809208785
2,8,4,8,3,25,90,4,215.52380952381,1.28871128871129
2,2,4,10,3,21,60,1,490.238095238095,2.05168986083499
2,11,4,11,3,1,60,1,347.5,2.05168986083499
23,11,4,6,1,14,16,1,229.714285714286,2.22550904081547
2,10,4,8,4,1,56,3,1775.47619047619,2.09017217123333
2,11,4,11,4,8,40,2,728.035714285714,1.88512279277451
2,11,4,11,1,10,18,3,204.553571428571,1.665559970358
11,9,4,6,1,22,16,2,850,2.22550904081547
2,6,4,7,3,10,56,1,189.464285714286,2.05498809208785
9,11,4,9,3,8,56,3,559.642857142857,2.05498809208785
2,10,4,6,4,1,48,4,875.714285714286,3.07142857142856
2,8,4,9,1,33,14,3,2.75,1.90056860135855
2,8,4,8,13,8,103,4,1564.28571428571,4.69090909090909
2,8,4,8,3,14,70,4,111.357142857143,4.69090909090909
2,8,4,8,4,21,56,4,226.785714285714,2.09017217123333
2,8,4,6,1,8,14,1,421.071428571429,1.90056860135855
2,8,4,8,1,9,68,3,330.928571428571,1.58171019860783
2,8,4,8,1,1,14,2,479.285714285714,1.90056860135855
2,8,4,9,1,34,54,4,458.666666666667,1.60467083132146
2,11,4,9,1,21,38,3,820.47619047619,1.46759118503771
2,4,4,12,1,8,61,4,2262.14285714286,1.1882958547819
2,4,4,8,1,29,18,4,653.75,1.665559970358
2,4,4,7,13,25,19,2,68.9523809523809,4.69090909090909
2,4,4,9,1,29,87,4,891.041666666667,4.69090909090909
2,4,4,5,1,25,4,1,158.952380952381,1.45927601809955
2,4,4,8,1,22,53,4,634.166666666667,1.64856230031949
2,4,4,7,1,8,65,3,3092.85714285714,2.00282286520819
2,4,4,12,1,29,61,4,2112.08333333333,1.1882958547819
3,4,4,8,1,21,17,4,518.690476190476,1
2,4,4,7,1,34,26,2,640.416666666667,1.87531450936539
2,4,4,7,1,34,26,2,640.416666666667,1.87531450936539
2,4,4,9,1,16,18,4,261.285714285714,1.665559970358
2,1,4,6,3,8,56,2,512.678571428571,1.48616222180148
2,1,4,6,1,25,14,2,187.285714285714,1.40368300737128
2,1,4,6,1,21,56,3,177.261904761905,1.33120323032473
2,1,4,6,3,8,56,3,1013.75,1.48616222180148
2,1,4,6,3,21,56,3,218.809523809524,1.48616222180148
2,1,4,6,3,8,56,2,15567.6785714286,1.48616222180148
2,1,4,6,1,21,56,2,254.642857142857,1.33120323032473
2,1,4,6,3,12,56,3,71.7857142857143,1.48616222180148
9,2,4,10,1,29,23,1,710.416666666667,4.69090909090909
2,3,4,9,1,33,68,4,336.583333333333,1.58171019860783
2,3,4,9,4,10,40,4,343.392857142857,1.88512279277451
2,2,4,10,12,8,18,1,686.607142857143,1.64856230031949
2,4,4,16,1,24,61,1,133.190476190476,1.1882958547819
2,6,4,7,4,8,64,3,4113.92857142857,2.28318584070797
2,6,4,12,1,9,79,2,259.428571428571,2.43971631205674
2,6,4,7,4,21,56,1,570.833333333333,2.09017217123333
2,6,4,8,1,20,57,3,592.857142857143,4.69090909090909
9,6,4,7,1,28,37,4,429.166666666667,1.64856230031949
2,6,4,7,1,10,13,2,366.25,4.69090909090909
9,6,4,8,1,25,14,3,76.9047619047619,1.90056860135855
2,6,4,7,1,34,16,2,325,2.22550904081547
2,6,4,7,3,10,16,3,527.053571428571,2.7520209677788
2,6,4,7,1,28,16,2,770.625,2.22550904081547
2,6,4,7,1,29,54,3,255.833333333333,1.60467083132146
2,6,4,7,3,8,16,3,496.428571428571,2.7520209677788
2,6,4,7,1,1,14,1,324.404761904762,1.90056860135855
2,6,4,7,4,8,16,2,763.035714285714,2.66711615388969
2,6,4,6,3,8,20,2,970.714285714286,1.95315826827537
2,6,4,7,15,3,16,1,196.785714285714,1.8942731277533
2,6,4,7,1,1,54,1,449.761904761905,1.60467083132146
2,5,4,15,1,28,21,1,2788.75,1.78959537572254
2,5,4,9,1,20,57,1,838.214285714286,3.37254901960784
23,8,4,10,4,10,15,2,438.928571428571,4.69090909090909
23,8,4,10,1,21,17,2,300.357142857143,1
2,5,4,16,9,20,17,1,555.357142857143,3.37254901960784
23,2,4,6,1,30,13,1,746.25,4.69090909090909
23,3,4,7,1,5,13,2,171.333333333333,4.69090909090909
2,8,4,12,9,8,16,1,508.214285714286,2.69874476987448
2,4,4,8,1,23,28,1,224.333333333333,4.69090909090909
2,4,4,15,1,33,21,1,762.25,2.10326086956522
2,2,4,10,1,29,38,1,561.875,1.46759118503771
2,2,4,10,1,8,38,1,824.642857142857,1.46759118503771
2,2,4,10,3,14,40,1,170.107142857143,3.2099533437014
2,2,4,10,3,14,40,1,170.107142857143,3.2099533437014
2,2,4,7,1,8,17,1,2126.60714285714,1
23,2,4,10,1,8,38,1,773.75,1.46759118503771
2,2,4,10,1,12,41,1,220,1.22888352597485
2,2,4,10,1,12,40,1,274.553571428571,1.6412503755014
18,12,4,7,1,34,14,2,539.583333333333,1.90056860135855
2,12,4,7,4,8,48,3,1189.28571428571,3.07142857142856
2,12,4,7,6,1,16,2,141.309523809524,2.54213214182114
9,12,4,7,4,29,70,3,1254.79166666667,2.04014598540146
23,12,4,7,4,8,16,2,661.25,2.66711615388969
2,12,4,7,1,21,14,2,292.142857142857,1.90056860135855
2,12,4,7,4,12,90,3,280.357142857143,2.43661460225208
2,12,4,5,4,12,10,2,442.678571428571,2.33772652388797
23,12,4,11,1,21,41,4,125.357142857143,1.22888352597485
23,12,4,7,4,10,16,2,222.946428571429,2.66711615388969
2,12,4,7,1,12,16,4,633.839285714286,2.22550904081547
24,12,4,7,4,29,44,3,1316.45833333333,1.96408354479797
2,12,4,7,4,3,64,4,510.238095238095,2.28318584070797
2,12,4,7,4,21,56,3,760.357142857143,2.09017217123333
2,12,4,7,1,8,14,1,414.285714285714,1.90056860135855
2,12,4,7,1,8,54,3,6076.42857142857,1.60467083132146
9,12,4,7,4,6,16,2,149.904761904762,2.66711615388969
2,12,4,7,1,12,14,2,203.571428571429,1.90056860135855
2,12,4,7,1,34,9,2,634.5,1.89738327347357
2,12,4,7,6,21,16,2,685.47619047619,2.54213214182114
14,12,4,7,4,21,16,2,699.880952380952,2.66711615388969
2,12,4,7,4,25,44,3,285.809523809524,1.96408354479797
2,12,4,7,1,4,9,3,885.714285714286,1.89738327347357
9,12,4,7,1,34,81,4,978.333333333333,1
2,12,4,7,1,12,44,3,245.625,1.83702531645569
2,12,4,7,1,9,56,2,481,1.77007795371782
2,12,4,7,1,9,54,3,283.214285714286,1.60467083132146
2,12,4,7,4,8,24,2,1091.60714285714,2.45369749436078
2,12,4,7,1,1,48,3,315.357142857143,3.32664756446991
2,12,4,7,4,14,56,2,122.357142857143,2.09017217123333
2,12,4,7,4,14,56,2,122.357142857143,2.09017217123333
2,12,4,7,4,14,56,2,122.357142857143,2.09017217123333
2,12,4,7,4,14,56,2,122.357142857143,2.09017217123333
9,12,4,7,4,21,56,3,421.785714285714,2.09017217123333
15,12,4,7,4,29,27,2,621.666666666667,2.38985098670962
2,12,4,7,1,1,34,2,542.97619047619,1.57022471910112
2,12,4,7,4,10,44,4,339.910714285714,1.96408354479797
2,12,4,7,1,8,56,4,1291.25,1.77007795371782
2,12,4,7,1,8,56,4,1291.25,1.77007795371782
2,12,4,7,1,8,56,4,1291.25,1.77007795371782
2,12,4,7,1,8,56,4,1291.25,1.77007795371782
2,12,4,7,1,8,56,4,1291.25,1.77007795371782
2,12,4,7,1,34,54,2,314.833333333333,1.60467083132146
23,12,4,7,1,8,24,3,765.178571428571,2.05659625348744
9,12,4,9,1,34,41,4,295.25,1.22888352597485
23,12,4,7,4,21,56,2,671.785714285714,2.09017217123333
2,12,4,7,4,10,24,2,471.339285714286,2.45369749436078
2,12,4,7,4,1,66,2,725,2.59219858156028
2,12,4,7,4,1,66,2,725,2.59219858156028
2,12,4,7,4,6,10,2,249.904761904762,2.33772652388797
2,12,4,7,1,1,56,3,626.309523809524,1.77007795371782
23,12,4,7,4,21,44,4,213.928571428571,1.96408354479797
2,12,4,7,6,29,48,3,328.958333333333,4.69090909090909
2,12,4,7,4,29,40,2,749.375,1.88512279277451
2,12,4,7,1,8,58,3,995.892857142857,2.0151171579743
2,12,4,7,1,8,58,3,995.892857142857,2.0151171579743
2,12,4,7,1,8,58,3,995.892857142857,2.0151171579743
9,12,4,7,4,21,56,3,480.595238095238,2.09017217123333
2,5,4,7,1,9,19,1,77.3571428571428,3.37254901960784
2,12,4,7,1,8,88,4,247.857142857143,1.70719602977667
2,12,4,7,1,10,16,2,195.803571428571,2.22550904081547
2,12,4,11,1,34,41,2,211.583333333333,1.22888352597485
2,12,4,7,1,8,16,2,576.964285714286,2.22550904081547
2,12,4,7,4,9,16,3,491.928571428571,2.66711615388969
23,12,4,7,4,1,48,2,548.095238095238,3.07142857142856
2,12,4,7,4,10,56,3,569.196428571429,2.09017217123333
2,12,4,7,4,34,16,4,291.083333333333,2.66711615388969
2,12,4,7,4,8,24,1,1566.25,2.45369749436078
2,12,4,7,4,21,99,2,853.452380952381,4.69090909090909
2,12,4,7,4,1,44,2,301.785714285714,1.96408354479797
2,12,4,7,3,8,44,4,988.571428571429,2.03715745471435
2,12,4,7,3,19,16,3,646.666666666667,2.7520209677788
23,12,4,7,4,8,56,4,1939.82142857143,2.09017217123333
2,12,4,7,4,1,56,4,342.5,2.09017217123333
24,12,4,7,1,21,54,3,479.047619047619,1.60467083132146
24,12,4,7,1,21,54,3,479.047619047619,1.60467083132146
2,12,4,8,3,34,64,4,502.583333333333,1.50877192982456
23,12,4,7,1,33,44,4,801,1.83702531645569
7,12,4,7,6,10,16,2,516.696428571429,2.54213214182114
2,12,4,7,1,34,54,3,36.75,1.60467083132146
23,12,4,7,1,28,24,2,1798.125,2.05659625348744
2,12,4,11,1,28,42,1,707.5,1.68143156964542
2,12,4,7,1,19,9,2,296.071428571429,1.89738327347357
2,12,4,7,4,23,56,3,158.714285714286,2.09017217123333
2,12,4,7,1,29,56,4,640.625,1.77007795371782
2,12,4,7,4,34,16,2,444.5,2.66711615388969
2,12,4,7,4,9,16,2,373.071428571429,2.66711615388969
2,12,4,7,4,8,16,3,299.821428571429,2.66711615388969
2,12,4,7,1,34,54,3,91.75,1.60467083132146
2,12,4,7,1,34,48,1,271,3.32664756446991
9,12,4,7,1,34,60,3,298.916666666667,2.02194357366771
2,12,4,7,3,34,56,2,293,2.05498809208785
2,12,4,7,1,3,16,2,318.452380952381,2.22550904081547
2,12,4,7,6,21,16,3,274.047619047619,2.54213214182114
2,12,4,7,4,10,27,2,379.375,2.38985098670962
23,12,4,7,4,21,16,2,320.238095238095,2.66711615388969
2,12,4,7,1,22,24,3,337.02380952381,2.05659625348744
24,12,4,7,4,21,56,3,227.857142857143,2.09017217123333
2,12,4,7,1,21,10,2,678.095238095238,2.61707523245985
2,12,4,7,1,8,54,3,548.928571428571,1.60467083132146
2,12,4,7,4,10,24,4,494.285714285714,2.45369749436078
2,12,4,7,3,1,44,2,636.666666666667,2.03715745471435
2,12,4,7,1,8,54,3,404.464285714286,1.60467083132146
2,12,4,7,1,8,16,2,995,2.22550904081547
2,12,4,7,4,3,56,2,500.238095238095,2.09017217123333
2,12,4,7,1,21,54,1,671.785714285714,1.60467083132146
2,12,4,7,4,29,16,2,2518.125,2.66711615388969
2,12,4,7,4,8,10,2,2925.35714285714,2.33772652388797
2,12,4,11,1,28,41,1,1128.125,1.22888352597485
2,12,4,7,1,21,54,2,760.357142857143,1.60467083132146
2,12,4,7,1,9,18,2,219.142857142857,1.665559970358
2,12,4,9,4,3,24,4,773.571428571429,2.45369749436078
9,12,4,7,4,12,27,2,195.446428571429,2.38985098670962
9,12,4,7,1,12,14,3,201.517857142857,1.90056860135855
9,12,4,7,1,12,14,3,201.517857142857,1.90056860135855
9,12,4,7,4,12,16,2,920.892857142857,2.66711615388969
23,12,4,7,3,8,56,3,760.357142857143,2.05498809208785
2,12,4,11,1,29,41,4,8.125,1.22888352597485
23,12,4,7,4,24,64,1,239.428571428571,2.28318584070797
2,12,4,7,4,14,16,2,142.107142857143,2.66711615388969
23,12,4,7,4,32,56,3,375.166666666667,2.09017217123333
15,12,4,7,1,4,16,3,262.738095238095,2.22550904081547
2,12,4,7,1,9,9,2,5.21428571428571,1.89738327347357
11,12,4,7,4,12,16,2,2058.03571428571,2.66711615388969
11,12,4,7,4,34,44,4,244.25,1.96408354479797
2,12,4,7,4,12,14,2,469.732142857143,2.03482375781108
2,12,4,7,1,21,54,3,243.690476190476,1.60467083132146
2,12,4,7,4,21,56,3,859.047619047619,2.09017217123333
23,12,4,7,1,3,22,3,135.833333333333,1.72051358614512
2,12,4,7,1,12,18,4,305,1.665559970358
2,12,4,7,1,8,16,2,831.25,2.22550904081547
2,12,4,7,4,21,56,4,286.071428571429,2.09017217123333
2,12,4,7,1,21,26,4,1139.52380952381,1.87531450936539
2,12,4,7,4,8,16,2,1155.71428571429,2.66711615388969
2,12,4,7,4,1,56,3,342.02380952381,2.09017217123333
2,12,4,7,1,12,54,3,167.232142857143,1.60467083132146
2,12,4,7,3,1,56,4,197.97619047619,2.05498809208785
2,12,4,7,4,17,44,2,198.071428571429,1.96408354479797
23,12,4,11,1,34,41,4,440,1.22888352597485
23,12,4,7,1,29,42,3,809.375,1.68143156964542
2,12,4,7,4,5,16,2,142.952380952381,2.66711615388969
2,12,4,8,1,12,14,2,284.285714285714,1.90056860135855
9,12,4,7,3,16,24,4,157.142857142857,3.07142857142856
2,12,4,7,1,21,22,3,385.238095238095,1.72051358614512
2,12,4,7,1,34,22,3,320.833333333333,1.72051358614512
23,12,4,7,1,21,54,3,420.357142857143,1.60467083132146
2,12,4,7,3,16,66,2,262.535714285714,4.69090909090909
9,12,4,7,3,10,66,2,574.464285714286,4.69090909090909
23,12,4,7,3,8,56,2,979.107142857143,2.05498809208785
2,12,4,7,3,8,8,2,2387.67857142857,4.69090909090909
23,12,4,7,2,8,48,3,679.285714285714,4.69090909090909
2,12,4,7,3,9,16,3,253.5,2.7520209677788
2,12,4,9,9,21,42,1,404.285714285714,4.69090909090909
2,12,4,7,4,9,10,2,236.642857142857,2.33772652388797
2,12,4,7,4,9,10,2,236.642857142857,2.33772652388797
9,12,4,7,1,22,14,2,260.595238095238,1.90056860135855
2,12,4,11,1,34,41,4,397.25,1.22888352597485
23,12,4,7,4,8,16,2,390.357142857143,2.66711615388969
2,12,4,7,4,9,16,2,260.642857142857,2.66711615388969
2,12,4,7,4,8,44,2,267.321428571429,1.96408354479797
2,12,4,7,4,29,66,4,201.25,2.59219858156028
2,12,4,7,4,14,20,3,216.678571428571,2.24573150318045
2,12,4,7,4,29,16,2,680.833333333333,2.66711615388969
2,12,4,7,1,9,14,2,928.428571428571,1.90056860135855
23,12,4,7,1,10,10,3,538.303571428571,2.61707523245985
23,12,4,7,1,1,22,4,505.47619047619,1.72051358614512
23,12,4,7,1,1,22,4,505.47619047619,1.72051358614512
2,12,4,7,1,20,16,2,236.071428571429,2.22550904081547
2,12,4,12,1,28,57,1,1284.79166666667,4.69090909090909
2,6,4,10,6,8,56,1,1105,1.79400260756193
2,6,4,10,1,21,73,1,731.666666666667,1.3578947368421
2,6,4,8,1,21,14,1,881.428571428571,1.90056860135855
2,6,4,10,1,25,14,1,106.52380952381,1.90056860135855
24,6,4,10,1,21,34,1,597.857142857143,1.57022471910112
23,6,4,11,1,25,54,1,202.761904761905,1.60467083132146
2,6,4,8,1,33,14,1,512.166666666667,1.90056860135855
2,6,4,10,1,21,53,1,731.666666666667,1.64856230031949
2,6,4,12,1,13,22,1,218.571428571429,1.72051358614512
2,9,4,8,4,1,16,1,377.97619047619,2.66711615388969
2,2,4,9,1,20,54,1,689.880952380952,1.60467083132146
2,4,4,10,9,20,57,1,668.928571428571,4.69090909090909
23,10,4,14,1,24,53,2,315.095238095238,1.64856230031949
18,5,4,5,3,34,16,2,660.5,2.23862558801108
18,5,4,5,3,34,16,2,660.5,2.23862558801108
24,5,4,8,1,12,56,3,483.839285714286,1.54254286112295
24,5,4,8,1,21,14,2,1145.35714285714,1.64071153276951
2,5,4,9,1,26,68,4,264.285714285714,1.39750606556452
2,7,4,12,3,34,19,4,327,4.69090909090909
2,5,4,8,1,8,16,4,743.928571428571,1.87733939173362
2,5,4,9,1,1,56,4,495.952380952381,1.54254286112295
23,5,4,11,1,28,41,1,415.833333333333,1.11472765503932
9,5,4,8,1,2,14,2,380.119047619048,1.64071153276951
24,5,4,8,1,12,13,3,774.732142857143,3.37254901960784
23,5,4,8,1,8,70,3,1364.82142857143,1.66354044548652
2,4,4,12,1,13,19,1,408.482142857143,4.69090909090909
9,4,4,12,1,13,13,1,370.625,4.69090909090909
2,8,4,7,1,25,9,2,225.47619047619,1.89738327347357
2,3,4,8,1,25,54,3,173.952380952381,1.60467083132146
2,3,4,10,1,34,46,3,530.166666666667,1.84835820895522
2,3,4,12,1,28,26,2,1140,1.87531450936539
2,3,4,7,4,8,30,2,1869.10714285714,2.90431519699812
23,3,4,13,1,5,21,3,338.571428571429,2.10326086956522
23,3,4,14,12,2,37,4,281.547619047619,4.69090909090909
2,3,4,12,4,34,39,2,261.916666666667,4.69090909090909
2,3,4,14,1,21,41,4,843.928571428571,1.22888352597485
2,3,4,9,1,21,68,3,483.452380952381,1.58171019860783
2,3,4,13,1,21,21,4,425.47619047619,2.10326086956522
2,3,4,9,1,8,67,4,1104.64285714286,4.69090909090909
2,3,4,8,12,19,68,3,513.214285714286,4.69090909090909
2,3,4,13,1,21,41,4,177.380952380952,1.22888352597485
2,3,4,7,6,9,16,3,505.857142857143,2.54213214182114
2,3,4,7,6,9,16,3,505.857142857143,2.54213214182114
2,3,4,14,1,20,21,4,374.166666666667,2.10326086956522
9,3,4,14,1,25,61,4,167.238095238095,1.1882958547819
2,6,4,9,1,1,54,1,759.523809523809,1.60467083132146
2,6,4,9,1,1,54,1,759.523809523809,1.60467083132146
2,6,4,13,1,19,17,1,652.738095238095,1
2,7,4,9,1,13,41,4,346.785714285714,1.22888352597485
23,7,4,7,1,10,16,3,205,2.22550904081547
23,7,4,7,1,10,16,3,205,2.22550904081547
23,7,4,7,1,10,16,3,205,2.22550904081547
23,7,4,7,1,10,16,3,205,2.22550904081547
2,7,4,8,6,8,16,3,3596.60714285714,2.54213214182114
23,7,4,10,1,1,54,2,606.547619047619,1.60467083132146
2,7,4,6,1,3,14,2,717.261904761905,1.90056860135855
9,7,4,7,3,14,24,2,156.785714285714,3.07142857142856
2,7,4,9,1,12,23,4,648.839285714286,4.69090909090909
2,7,4,8,1,24,16,1,348.095238095238,2.22550904081547
2,7,4,7,1,16,16,2,104.464285714286,2.22550904081547
2,10,5,14,1,28,61,1,1575.83333333333,1.1882958547819
23,9,5,8,1,21,38,3,667.261904761905,1.46759118503771
2,8,5,12,1,16,61,4,281.535714285714,1.1882958547819
2,8,5,10,1,29,38,1,799.583333333333,1.46759118503771
23,11,5,14,9,28,31,1,992.291666666667,4.69090909090909
2,8,5,8,4,5,105,4,154.952380952381,1.64856230031949
2,8,5,8,1,25,54,3,114.809523809524,1.60467083132146
2,9,5,6,1,1,14,1,356.428571428571,1.90056860135855
2,9,5,6,1,1,14,1,356.428571428571,1.90056860135855
2,8,5,14,1,33,79,1,512,2.43971631205674
2,8,5,14,1,33,79,1,512,2.43971631205674
2,8,5,6,6,1,16,1,359.166666666667,2.54213214182114
2,8,5,6,6,1,16,1,359.166666666667,2.54213214182114
23,9,5,7,3,10,105,2,917.589285714286,4.69090909090909
2,8,5,14,1,8,61,2,778.928571428571,1.1882958547819
2,8,5,14,1,25,79,1,183.52380952381,2.43971631205674
2,8,5,6,1,21,16,1,521.071428571429,2.22550904081547
23,11,5,14,9,28,79,1,630.625,4.69090909090909
9,8,5,8,1,8,38,4,492.857142857143,1.46759118503771
2,8,5,8,1,21,68,3,382.857142857143,1.58171019860783
23,9,5,14,1,29,79,1,929.791666666667,2.43971631205674
2,8,5,6,6,1,51,2,573.095238095238,4.69090909090909
2,8,5,8,1,29,87,1,877.916666666667,4.69090909090909
2,8,5,6,4,8,16,4,727.142857142857,2.66711615388969
2,9,5,6,1,25,18,4,178.761904761905,1.665559970358
2,9,5,14,1,33,41,4,185.083333333333,1.22888352597485
9,6,5,8,1,29,54,1,575.416666666667,1.60467083132146
23,8,5,12,12,28,61,1,587.083333333333,4.69090909090909
23,11,5,14,1,34,41,1,466.833333333333,1.22888352597485
23,11,5,14,9,28,11,2,1283.95833333333,4.69090909090909
2,8,5,8,3,8,20,2,507.142857142857,1.95315826827537
2,8,5,14,1,20,61,1,593.928571428571,1.1882958547819
2,9,5,8,6,21,40,1,493.571428571429,2.27312775330397
2,8,5,6,1,1,14,1,374.52380952381,1.90056860135855
2,8,5,14,1,16,95,1,192.714285714286,1.09090909090909
2,11,5,11,1,28,38,3,940,1.46759118503771
2,9,5,10,4,1,60,2,1681.66666666667,1.76572782311134
2,8,5,8,1,21,88,4,432.738095238095,1.70719602977667
23,9,5,14,1,34,79,1,214.083333333333,2.43971631205674
2,9,5,8,1,14,18,3,195.857142857143,1.665559970358
2,8,5,8,1,29,84,2,1239.375,2.01346210125841
2,8,5,8,1,21,84,2,529.642857142857,2.01346210125841
2,8,5,8,1,8,75,4,546.071428571429,2.90431519699812
2,8,5,8,1,8,75,4,546.071428571429,2.90431519699812
24,8,5,12,1,34,41,1,13.6666666666667,1.22888352597485
2,8,5,14,1,33,61,4,342.5,1.1882958547819
2,8,5,8,1,9,16,3,376.642857142857,2.22550904081547
2,9,5,8,1,21,18,4,677.261904761905,1.665559970358
2,8,5,8,1,34,54,3,333,1.60467083132146
2,9,5,9,1,25,18,2,347.380952380952,1.665559970358
2,8,5,8,4,14,90,4,149.607142857143,2.43661460225208
23,9,5,6,1,24,14,1,246.666666666667,1.90056860135855
23,8,5,9,1,21,40,1,358.809523809524,1.6412503755014
23,8,5,14,1,9,61,4,364.857142857143,1.1882958547819
2,8,5,8,1,8,101,4,587.678571428571,2.28094302554027
2,8,5,8,1,8,101,4,587.678571428571,2.28094302554027
2,8,5,8,1,21,56,1,371.309523809524,1.77007795371782
2,9,5,7,1,25,14,2,267,1.90056860135855
2,8,5,14,1,29,79,1,1078.125,2.43971631205674
2,9,5,14,1,29,79,1,929.791666666667,2.43971631205674
2,8,5,8,3,21,105,4,488.095238095238,4.69090909090909
2,8,5,8,1,25,73,4,237.857142857143,1.3578947368421
2,8,5,8,1,34,51,3,290.916666666667,2.57713651498335
2,8,5,12,1,28,61,1,463.958333333333,1.1882958547819
23,9,5,8,1,21,75,1,639.285714285714,2.90431519699812
2,8,5,8,3,8,90,3,1041.25,1.28871128871129
2,11,5,14,1,28,61,4,1223.95833333333,1.1882958547819
2,8,5,10,1,34,18,4,297.25,1.665559970358
2,8,5,8,1,10,84,4,284.553571428571,2.01346210125841
2,8,5,6,3,1,90,3,743.214285714286,1.28871128871129
2,8,5,8,1,21,84,3,557.97619047619,2.01346210125841
2,8,5,8,6,1,56,3,215,1.79400260756193
2,8,5,8,1,8,73,4,597.5,1.3578947368421
23,8,5,8,3,25,75,3,103.619047619048,1.9017199017199
2,9,5,8,1,8,101,3,1260.53571428571,2.28094302554027
2,8,5,8,1,8,73,4,3629.46428571429,1.3578947368421
23,9,5,6,1,8,14,1,2030.89285714286,1.90056860135855
1,9,5,1,1,1,2,2,930.357142857143,3.22574075702923
2,8,5,6,1,1,36,2,394.047619047619,1.89905362776025
2,8,5,8,1,34,53,1,279.583333333333,1.64856230031949
2,8,5,8,1,34,54,3,435,1.60467083132146
1,8,5,1,6,13,3,2,301.696428571429,1.8942731277533
2,8,5,8,4,1,39,4,375.952380952381,4.69090909090909
2,8,5,8,1,12,56,3,387.053571428571,1.77007795371782
2,8,5,8,1,21,54,4,411.071428571429,1.60467083132146
2,9,5,14,1,20,31,2,335.47619047619,2.43971631205674
2,8,5,8,7,11,56,4,328.660714285714,4.69090909090909
2,8,5,8,7,11,56,4,328.660714285714,4.69090909090909
23,8,5,12,1,34,31,2,246.416666666667,2.43971631205674
2,8,5,14,1,33,107,1,321.166666666667,1
2,8,5,6,3,1,111,4,429.52380952381,4.69090909090909
23,9,5,14,1,33,79,1,214.083333333333,2.43971631205674
2,8,5,6,4,1,16,3,266.785714285714,2.66711615388969
2,11,5,14,1,24,95,1,135.571428571429,1.09090909090909
2,10,5,6,4,5,27,2,71.4285714285714,2.38985098670962
2,11,5,9,1,25,75,1,345.380952380952,2.90431519699812
2,8,5,8,2,25,86,4,147.380952380952,4.69090909090909
2,10,5,10,1,4,18,1,165.47619047619,1.665559970358
2,8,5,8,1,12,86,4,359.107142857143,1.8942731277533
2,11,5,10,1,10,38,4,364.017857142857,1.46759118503771
2,10,5,6,1,25,14,2,125,1.90056860135855
9,3,5,7,1,21,14,2,461.190476190476,1.90056860135855
2,8,5,8,2,8,75,3,909.285714285714,4.69090909090909
2,10,5,6,1,1,14,2,1775.47619047619,1.90056860135855
2,8,5,8,1,34,104,4,438.916666666667,1.35551663747811
2,8,5,8,1,12,56,3,326.607142857143,1.77007795371782
2,9,5,14,1,29,31,3,535.208333333333,2.43971631205674
2,11,5,9,1,29,34,4,1037.5,1.57022471910112
2,9,5,8,4,28,44,2,535.208333333333,1.96408354479797
2,8,5,9,4,21,90,3,512.261904761905,2.43661460225208
2,9,5,8,1,29,90,4,1524.16666666667,1.64856230031949
2,8,5,12,1,28,79,1,914.375,2.43971631205674
2,8,5,8,1,25,86,4,240.47619047619,1.8942731277533
2,8,5,8,1,33,75,2,282.416666666667,2.90431519699812
2,8,5,14,1,21,79,1,778.928571428571,2.43971631205674
2,8,5,6,1,34,75,1,300.5,2.90431519699812
2,8,5,8,1,34,14,4,365.75,1.90056860135855
2,9,5,14,1,34,79,4,545.5,2.43971631205674
2,10,5,6,2,8,36,2,1313.57142857143,4.69090909090909
2,10,5,6,3,8,16,2,1121.78571428571,2.7520209677788
2,9,5,8,1,15,18,4,203.178571428571,1.665559970358
2,8,5,8,1,25,84,4,160.619047619048,2.01346210125841
2,10,5,8,4,8,40,1,857.321428571429,1.88512279277451
23,9,5,8,4,29,60,1,2183.75,1.76572782311134
2,8,5,8,1,5,56,3,199.761904761905,1.77007795371782
