Mag,Hora Local,Latitud,Longitud,Prof,Region,Status,Ciudad mas cercana,Hora UTC,Last Update
,,,,(km),,,,,
4,16/04/2016 23:25,0.45ø S,80.38ø W,8,Ecuador - Manabi,M,"17.38km San Vicente,Manabi",17/04/2016 4:25,02/05/2016 16:02
4.4,16/04/2016 23:04,0.53ø N,79.96ø W,3,Near Coast of Ecuador,M,"11.31km Muisne,Esmeraldas",17/04/2016 4:04,28/04/2016 19:42
4.8,16/04/2016 23:02,0.12ø S,80.87ø W,10,Near Coast of Ecuador,M,"68.08km Jama,Manabi",17/04/2016 4:02,02/05/2016 15:39
3.4,16/04/2016 22:56,0.35ø S,80.23ø W,13,Near Coast of Ecuador,M,"16.88km Jama,Manabi",17/04/2016 3:56,17/04/2016 4:00
3.5,16/04/2016 22:42,0.08ø N,80.50ø W,3,Near Coast of Ecuador,M,"40.94km Jama,Manabi",17/04/2016 3:42,28/04/2016 19:16
3.5,16/04/2016 22:38,0.44ø S,80.25ø W,11,Near Coast of Ecuador,M,"24.93km San Vicente,Manabi",17/04/2016 3:38,17/04/2016 3:48
3.6,16/04/2016 22:30,0.25ø S,80.53ø W,9,Near Coast of Ecuador,M,"30.12km Jama,Manabi",17/04/2016 3:30,17/04/2016 3:34
3.5,16/04/2016 22:23,0.47ø N,80.59ø W,4,Near Coast of Ecuador,M,"65.25km Muisne,Esmeraldas",17/04/2016 3:23,17/04/2016 3:33
4,16/04/2016 22:16,0.39ø N,80.53ø W,6,Near Coast of Ecuador,M,"61.78km Muisne,Esmeraldas",17/04/2016 3:16,28/04/2016 17:47
4.3,16/04/2016 22:09,0.03ø S,80.31ø W,9,Near Coast of Ecuador,M,"19.82km Jama,Manabi",17/04/2016 3:09,28/04/2016 17:04
5.1,16/04/2016 22:05,0.37ø N,80.31ø W,8,Near Coast of Ecuador,M,"41.93km Muisne,Esmeraldas",17/04/2016 3:05,28/04/2016 16:38
3,16/04/2016 22:02,0.52ø S,78.72ø W,15,Ecuador - Pichincha,M,"16.52km Machachi,Pichincha",17/04/2016 3:02,17/04/2016 3:10
3.1,16/04/2016 21:59,0.53ø S,78.72ø W,16,Ecuador - Pichincha,M,"16.63km Machachi,Pichincha",17/04/2016 2:59,17/04/2016 3:10
4.1,16/04/2016 21:48,0.17ø S,80.76ø W,10,Near Coast of Ecuador,M,"55.34km Jama,Manabi",17/04/2016 2:48,26/04/2016 20:56
4.3,16/04/2016 21:45,0.17ø S,80.73ø W,4,Near Coast of Ecuador,M,"52.01km Jama,Manabi",17/04/2016 2:45,26/04/2016 20:24
4.1,16/04/2016 21:40,1.69ø S,80.72ø W,47,Ecuador - Santa Elena,M,"17.82km Puerto Lopez,Manabi",17/04/2016 2:40,26/04/2016 20:10
3.6,16/04/2016 21:29,0.38ø N,79.87ø W,8,Near Coast of Ecuador,M,"30.73km Muisne,Esmeraldas",17/04/2016 2:29,17/04/2016 2:37
3.6,16/04/2016 21:25,0.39ø N,84.42ø W,10,Off Coast of Ecuador,A,"439.53km Manta,Manabi",17/04/2016 2:25,17/04/2016 2:29
4.3,16/04/2016 21:23,0.02ø N,80.25ø W,10,Near Coast of Ecuador,M,"22.87km Pedernales,Manabi",17/04/2016 2:23,26/04/2016 19:49
4.2,16/04/2016 21:23,0.28ø N,80.16ø W,9,Near Coast of Ecuador,M,"25.99km Pedernales,Manabi",17/04/2016 2:23,26/04/2016 19:28
5.2,16/04/2016 21:17,0.18ø S,80.66ø W,6,Near Coast of Ecuador,M,"44.17km Jama,Manabi",17/04/2016 2:17,26/04/2016 19:11
4.3,16/04/2016 21:14,0.29ø S,80.48ø W,8,Near Coast of Ecuador,M,"26.00km Jama,Manabi",17/04/2016 2:14,28/04/2016 19:01
4,16/04/2016 21:13,0.01ø N,80.38ø W,10,Near Coast of Ecuador,M,"26.91km Jama,Manabi",17/04/2016 2:13,26/04/2016 17:13
3.7,16/04/2016 21:11,0.08ø N,79.58ø W,10,Ecuador - Esmeraldas,M,"22.39km La Concordia,Sto Domingo de los Tsachilas",17/04/2016 2:11,17/04/2016 2:56
5.4,16/04/2016 21:10,3.18ø S,93.53ø W,-,Galapagos Islands Region,M,"448.46km Puerto Ayora,Galapagos",17/04/2016 2:10,17/04/2016 2:52
3.9,16/04/2016 21:07,0.13ø S,81.09ø W,10,Off Coast of Ecuador,M,"91.58km Bahia de Caraquez,Manabi",17/04/2016 2:07,26/04/2016 16:44
4.1,16/04/2016 21:00,0.29ø N,80.43ø W,6,Near Coast of Ecuador,M,"48.53km Pedernales,Manabi",17/04/2016 2:00,26/04/2016 16:12
3.8,16/04/2016 20:49,0.18ø S,80.68ø W,10,Near Coast of Ecuador,M,"46.39km Jama,Manabi",17/04/2016 1:49,26/04/2016 15:46
3.1,16/04/2016 20:48,0.27ø N,80.04ø W,13,Near Coast of Ecuador,M,"21.94km Pedernales,Manabi",17/04/2016 1:48,19/04/2016 19:42
3.1,16/04/2016 20:47,1.17ø S,78.41ø W,2,Ecuador - Tungurahua,M,"14.87km Pillaro,Tungurahua",17/04/2016 1:47,19/04/2016 19:27
3.8,16/04/2016 20:44,0.03ø S,80.33ø W,6,Near Coast of Ecuador,M,"20.51km Jama,Manabi",17/04/2016 1:44,19/04/2016 19:25
3.9,16/04/2016 20:34,0.05ø N,80.14ø W,7,Near Coast of Ecuador,M,"10.19km Pedernales,Manabi",17/04/2016 1:34,26/04/2016 15:07
3.9,16/04/2016 20:32,0.09ø S,80.41ø W,6,Near Coast of Ecuador,M,"20.51km Jama,Manabi",17/04/2016 1:32,25/04/2016 18:59
3.8,16/04/2016 20:25,0.24ø N,80.04ø W,6,Near Coast of Ecuador,M,"18.61km Pedernales,Manabi",17/04/2016 1:25,25/04/2016 18:49
4.7,16/04/2016 20:19,0.14ø S,80.30ø W,9,Near Coast of Ecuador,M,"8.01km Jama,Manabi",17/04/2016 1:19,25/04/2016 18:31
4.1,16/04/2016 20:15,0.57ø S,80.79ø W,3,Near Coast of Ecuador,M,"40.70km Bahia de Caraquez,Manabi",17/04/2016 1:15,25/04/2016 16:48
4.6,16/04/2016 20:09,0.03ø S,80.19ø W,7,Near Coast of Ecuador,M,"19.22km Pedernales,Manabi",17/04/2016 1:09,25/04/2016 16:36
4,16/04/2016 20:04,0.14ø S,80.46ø W,6,Near Coast of Ecuador,M,"22.92km Jama,Manabi",17/04/2016 1:04,25/04/2016 16:08
4.7,16/04/2016 19:59,0.32ø N,80.22ø W,5,Near Coast of Ecuador,M,"33.25km Pedernales,Manabi",17/04/2016 0:59,25/04/2016 15:57
4.1,16/04/2016 19:57,0.06ø S,80.20ø W,8,Near Coast of Ecuador,M,"17.30km Jama,Manabi",17/04/2016 0:57,25/04/2016 15:05
4.4,16/04/2016 19:54,0.33ø N,80.48ø W,7,Near Coast of Ecuador,M,"55.58km Pedernales,Manabi",17/04/2016 0:54,25/04/2016 14:47
3.9,16/04/2016 19:49,0.02ø N,80.36ø W,4,Near Coast of Ecuador,M,"26.93km Jama,Manabi",17/04/2016 0:49,19/04/2016 18:22
4.7,16/04/2016 19:43,0.22ø S,80.40ø W,10,Near Coast of Ecuador,A,"15.32km Jama,Manabi",17/04/2016 0:43,17/04/2016 0:54
5.7,16/04/2016 19:29,0.21ø S,80.66ø W,6,Near Coast of Ecuador,M,"44.11km Jama,Manabi",17/04/2016 0:29,25/04/2016 14:48
4.6,16/04/2016 19:16,0.46ø S,79.38ø W,10,Ecuador - Santo Domingo,A,"23.00km El Carmen,Manabi",17/04/2016 0:16,17/04/2016 0:20
5.1,16/04/2016 19:16,0.04ø N,80.33ø W,4,Near Coast of Ecuador,M,"27.92km Jama,Manabi",17/04/2016 0:16,28/04/2016 16:23
5.1,16/04/2016 19:11,0.07ø S,80.23ø W,11,Near Coast of Ecuador,M,"15.15km Jama,Manabi",17/04/2016 0:11,21/04/2016 23:10
7.4,16/04/2016 18:58,0.35ø N,80.16ø W,17,Near Coast of Ecuador,M,"32.72km Pedernales,Manabi",16/04/2016 23:58,24/05/2016 15:37
5.4,16/04/2016 18:47,0.31ø N,80.13ø W,12,Near Coast of Ecuador,M,"27.67km Pedernales,Manabi",16/04/2016 23:47,09/06/2016 17:02
3.6,16/04/2016 10:36,0.04ø N,78.00ø W,10,Ecuador - Pichincha,A,"16.79km Cayambe,Pichincha",16/04/2016 15:36,16/04/2016 16:33
3.7,15/04/2016 10:03,0.83ø S,80.81ø W,21,Near Coast of Ecuador,M,"18.62km Manta,Manabi",15/04/2016 15:03,08/06/2016 20:06
3.8,14/04/2016 18:24,2.18ø S,77.51ø W,154,Ecuador - Morona Santiago,M,"68.73km Macas,Morona Santiago",14/04/2016 23:24,14/04/2016 23:30
3.8,13/04/2016 16:28,2.42ø S,78.73ø W,106,Ecuador - Chimborazo,M,"27.28km Canar,Canar",13/04/2016 21:28,13/04/2016 21:31
3.5,13/04/2016 12:21,1.76ø S,77.88ø W,169,Ecuador - Pastaza,M,"32.73km Puyo,Pastaza",13/04/2016 17:21,13/04/2016 17:27
3.6,13/04/2016 0:34,1.30ø S,81.24ø W,10,Off Coast of Ecuador,M,"56.06km Puerto Lopez,Manabi",13/04/2016 5:34,13/04/2016 5:58
4.8,09/04/2016 6:26,2.19ø S,77.81ø W,5,Ecuador - Morona Santiago,M,"36.32km Macas,Morona Santiago",09/04/2016 11:26,09/04/2016 11:53
5.2,09/04/2016 2:15,4.29ø S,78.53ø W,10,Peru-Ecuador Border Region,M,"52.91km Zamora,Zamora Chinchipe",09/04/2016 7:15,09/04/2016 8:23
