Mag,Hora Local,Latitud,Longitud,Prof,Region,Status,Ciudad mas cercana,Hora UTC,Last Update
,,,,(km),,,,,
3.2,20/04/2016 18:42,0.43ø N,80.70ø W,10,Near Coast of Ecuador,M,"78.21km Muisne,Esmeraldas",20/04/2016 23:42,20/04/2016 23:57
3.5,20/04/2016 18:29,0.23ø S,80.77ø W,13,Near Coast of Ecuador,M,"56.43km Jama,Manabi",20/04/2016 23:29,20/04/2016 23:35
3.5,20/04/2016 18:03,1.28ø S,80.89ø W,10,Ecuador - Manabi,M,"31.92km Puerto Lopez,Manabi",20/04/2016 23:03,20/04/2016 23:12
3.6,20/04/2016 17:47,0.40ø S,80.85ø W,10,Near Coast of Ecuador,M,"52.93km Bahia de Caraquez,Manabi",20/04/2016 22:47,20/04/2016 23:17
4.2,20/04/2016 17:38,0.29ø S,81.43ø W,10,Off Coast of Ecuador,M,"110.06km Manta,Manabi",20/04/2016 22:38,28/04/2016 20:43
4,20/04/2016 17:37,0.78ø N,80.20ø W,9,Near Coast of Ecuador,M,"27.36km Muisne,Esmeraldas",20/04/2016 22:37,20/04/2016 22:42
5,20/04/2016 17:31,0.31ø S,80.95ø W,10,Near Coast of Ecuador,M,"67.51km Bahia de Caraquez,Manabi",20/04/2016 22:31,20/04/2016 22:37
5.4,20/04/2016 16:30,0.53ø N,79.85ø W,3,Near Coast of Ecuador,M,"21.04km Muisne,Esmeraldas",20/04/2016 21:30,20/04/2016 21:36
3.7,20/04/2016 15:34,1.22ø S,81.20ø W,10,Off Coast of Ecuador,M,"57.56km Puerto Lopez,Manabi",20/04/2016 20:34,20/04/2016 20:39
3.8,20/04/2016 14:52,1.05ø S,81.07ø W,10,Off Coast of Ecuador,M,"41.19km Manta,Manabi",20/04/2016 19:52,20/04/2016 19:58
3.5,20/04/2016 13:07,0.79ø N,80.24ø W,10,Near Coast of Ecuador,M,"31.45km Muisne,Esmeraldas",20/04/2016 18:07,20/04/2016 18:29
3.7,20/04/2016 12:19,0.69ø S,81.09ø W,10,Off Coast of Ecuador,M,"52.44km Manta,Manabi",20/04/2016 17:19,20/04/2016 17:30
3.5,20/04/2016 12:18,0.36ø N,80.79ø W,14,Near Coast of Ecuador,M,"85.66km Jama,Manabi",20/04/2016 17:18,20/04/2016 17:22
3.4,20/04/2016 11:56,0.26ø S,80.98ø W,10,Near Coast of Ecuador,M,"73.28km Bahia de Caraquez,Manabi",20/04/2016 16:56,20/04/2016 17:15
4.8,20/04/2016 11:30,0.14ø S,80.53ø W,2,Near Coast of Ecuador,M,"30.44km Jama,Manabi",20/04/2016 16:30,20/04/2016 16:35
4.2,20/04/2016 11:26,0.07ø S,80.96ø W,10,Near Coast of Ecuador,M,"78.85km Jama,Manabi",20/04/2016 16:26,20/04/2016 16:41
4.8,20/04/2016 11:20,0.70ø N,80.32ø W,10,Near Coast of Ecuador,M,"34.72km Muisne,Esmeraldas",20/04/2016 16:20,20/04/2016 16:25
3.5,20/04/2016 11:18,0.33ø S,80.14ø W,0,Near Coast of Ecuador,M,"19.78km Jama,Manabi",20/04/2016 16:18,20/04/2016 16:39
3.7,20/04/2016 10:39,0.86ø N,80.54ø W,10,Near Coast of Ecuador,M,"64.03km Muisne,Esmeraldas",20/04/2016 15:39,20/04/2016 15:44
3.9,20/04/2016 9:54,0.13ø S,80.88ø W,10,Near Coast of Ecuador,M,"69.04km Jama,Manabi",20/04/2016 14:54,20/04/2016 14:59
3.7,20/04/2016 9:37,0.55ø S,80.86ø W,14,Near Coast of Ecuador,M,"48.72km Bahia de Caraquez,Manabi",20/04/2016 14:37,20/04/2016 14:47
3.5,20/04/2016 9:33,0.16ø S,80.84ø W,10,Near Coast of Ecuador,M,"64.30km Jama,Manabi",20/04/2016 14:33,20/04/2016 14:45
3.4,20/04/2016 9:16,0.85ø S,80.97ø W,10,Near Coast of Ecuador,M,"31.85km Manta,Manabi",20/04/2016 14:16,20/04/2016 14:30
3.2,20/04/2016 9:11,0.82ø N,80.02ø W,17,Ecuador - Esmeraldas,M,"20.02km Atacames,Esmeraldas",20/04/2016 14:11,20/04/2016 14:17
3.2,20/04/2016 7:55,0.71ø N,80.37ø W,10,Near Coast of Ecuador,M,"40.37km Muisne,Esmeraldas",20/04/2016 12:55,20/04/2016 13:24
3.3,20/04/2016 7:52,0.12ø S,80.43ø W,10,Near Coast of Ecuador,M,"20.65km Jama,Manabi",20/04/2016 12:52,20/04/2016 13:22
3.5,20/04/2016 7:37,0.09ø S,80.32ø W,10,Near Coast of Ecuador,M,"13.96km Jama,Manabi",20/04/2016 12:37,20/04/2016 13:00
3.4,20/04/2016 7:24,0.67ø N,80.29ø W,10,Near Coast of Ecuador,M,"30.65km Muisne,Esmeraldas",20/04/2016 12:24,20/04/2016 12:30
4,20/04/2016 7:16,0.88ø N,80.62ø W,3,Near Coast of Ecuador,M,"73.04km Muisne,Esmeraldas",20/04/2016 12:16,20/04/2016 12:29
4,20/04/2016 7:13,0.63ø N,80.13ø W,5,Near Coast of Ecuador,M,"12.33km Muisne,Esmeraldas",20/04/2016 12:13,20/04/2016 12:27
3.9,20/04/2016 7:01,0.64ø N,80.08ø W,4,Near Coast of Ecuador,M,"7.32km Muisne,Esmeraldas",20/04/2016 12:01,20/04/2016 12:07
3.2,20/04/2016 6:55,0.79ø N,80.40ø W,5,Near Coast of Ecuador,M,"46.62km Muisne,Esmeraldas",20/04/2016 11:55,20/04/2016 11:58
3.2,20/04/2016 6:35,0.69ø N,80.27ø W,4,Near Coast of Ecuador,M,"29.07km Muisne,Esmeraldas",20/04/2016 11:35,20/04/2016 11:39
3.5,20/04/2016 6:27,0.52ø N,79.92ø W,7,Near Coast of Ecuador,M,"15.14km Muisne,Esmeraldas",20/04/2016 11:27,20/04/2016 11:30
4.8,20/04/2016 6:23,0.11ø S,80.48ø W,6,Near Coast of Ecuador,M,"26.17km Jama,Manabi",20/04/2016 11:23,20/04/2016 11:26
3.3,20/04/2016 6:06,0.56ø N,79.95ø W,7,Near Coast of Ecuador,M,"9.73km Muisne,Esmeraldas",20/04/2016 11:06,20/04/2016 11:10
3.3,20/04/2016 5:53,0.70ø N,80.37ø W,3,Near Coast of Ecuador,M,"40.08km Muisne,Esmeraldas",20/04/2016 10:53,20/04/2016 10:59
3.1,20/04/2016 5:33,0.73ø N,80.16ø W,2,Near Coast of Ecuador,M,"20.34km Muisne,Esmeraldas",20/04/2016 10:33,20/04/2016 10:44
4,20/04/2016 5:03,0.67ø N,80.25ø W,7,Near Coast of Ecuador,M,"26.32km Muisne,Esmeraldas",20/04/2016 10:03,20/04/2016 10:09
3.9,20/04/2016 4:59,0.62ø N,80.05ø W,1,Near Coast of Ecuador,M,"3.39km Muisne,Esmeraldas",20/04/2016 9:59,20/04/2016 10:03
3.5,20/04/2016 4:54,0.76ø N,80.22ø W,10,Near Coast of Ecuador,M,"27.64km Muisne,Esmeraldas",20/04/2016 9:54,20/04/2016 9:58
3.6,20/04/2016 4:44,0.69ø N,80.21ø W,17,Near Coast of Ecuador,M,"22.79km Muisne,Esmeraldas",20/04/2016 9:44,20/04/2016 9:49
3.6,20/04/2016 4:41,0.69ø N,80.28ø W,4,Near Coast of Ecuador,M,"30.13km Muisne,Esmeraldas",20/04/2016 9:41,20/04/2016 9:46
4.2,20/04/2016 4:38,0.72ø N,80.39ø W,8,Near Coast of Ecuador,M,"42.81km Muisne,Esmeraldas",20/04/2016 9:38,20/04/2016 9:42
4.4,20/04/2016 4:35,0.02ø S,80.16ø W,3,Near Coast of Ecuador,M,"15.91km Pedernales,Manabi",20/04/2016 9:35,20/04/2016 9:39
3.5,20/04/2016 4:29,0.68ø N,80.36ø W,11,Near Coast of Ecuador,M,"38.50km Muisne,Esmeraldas",20/04/2016 9:29,20/04/2016 9:33
3.6,20/04/2016 4:22,0.63ø N,80.14ø W,8,Near Coast of Ecuador,M,"13.43km Muisne,Esmeraldas",20/04/2016 9:22,28/04/2016 20:15
4.9,20/04/2016 4:13,0.69ø N,80.40ø W,11,Near Coast of Ecuador,M,"43.08km Muisne,Esmeraldas",20/04/2016 9:13,20/04/2016 9:15
4.4,20/04/2016 3:56,0.51ø N,79.96ø W,7,Near Coast of Ecuador,M,"13.16km Muisne,Esmeraldas",20/04/2016 8:56,20/04/2016 9:06
4,20/04/2016 3:54,0.10ø N,78.98ø W,10,Ecuador - Pichincha,A,"43.63km Sto Domingo,Sto de los Tsachilas",20/04/2016 8:54,20/04/2016 8:57
4.5,20/04/2016 3:53,0.60ø N,79.95ø W,4,Near Coast of Ecuador,M,"7.96km Muisne,Esmeraldas",20/04/2016 8:53,20/04/2016 9:04
4.3,20/04/2016 3:50,0.55ø N,79.94ø W,5,Near Coast of Ecuador,M,"11.29km Muisne,Esmeraldas",20/04/2016 8:50,20/04/2016 9:02
4.4,20/04/2016 3:49,0.30ø N,80.04ø W,10,Near Coast of Ecuador,M,"25.27km Pedernales,Manabi",20/04/2016 8:49,20/04/2016 9:01
4.8,20/04/2016 3:46,0.64ø N,80.14ø W,10,Near Coast of Ecuador,M,"13.64km Muisne,Esmeraldas",20/04/2016 8:46,20/04/2016 8:56
4.4,20/04/2016 3:40,0.51ø N,79.77ø W,5,Near Coast of Ecuador,M,"30.08km Muisne,Esmeraldas",20/04/2016 8:40,20/04/2016 9:37
6.3,20/04/2016 3:35,0.68ø N,80.22ø W,4,Near Coast of Ecuador,M,"23.44km Muisne,Esmeraldas",20/04/2016 8:35,20/04/2016 20:38
6.1,20/04/2016 3:33,0.39ø N,79.89ø W,55,Near Coast of Ecuador,M,"28.61km Muisne,Esmeraldas",20/04/2016 8:33,20/04/2016 20:42
4.8,20/04/2016 3:25,0.72ø N,80.27ø W,4,Near Coast of Ecuador,M,"30.24km Muisne,Esmeraldas",20/04/2016 8:25,20/04/2016 8:44
3.3,20/04/2016 1:56,0.48ø S,80.38ø W,8,Ecuador - Manabi,M,"14.09km San Vicente,Manabi",20/04/2016 6:56,20/04/2016 7:03
3.2,20/04/2016 1:52,0.62ø N,80.14ø W,6,Near Coast of Ecuador,M,"13.31km Muisne,Esmeraldas",20/04/2016 6:52,20/04/2016 6:58
3.6,20/04/2016 1:33,0.65ø S,80.82ø W,10,Near Coast of Ecuador,M,"37.43km Manta,Manabi",20/04/2016 6:33,20/04/2016 6:45
3,20/04/2016 1:32,0.59ø N,80.04ø W,7,Near Coast of Ecuador,M,"3.23km Muisne,Esmeraldas",20/04/2016 6:32,20/04/2016 6:42
3.7,20/04/2016 1:25,0.38ø S,85.52ø W,10,Off Coast of Ecuador,A,"458.53km Puerto Baquerizo Moreno,Galapagos",20/04/2016 6:25,20/04/2016 6:29
3.3,20/04/2016 0:34,0.33ø N,80.93ø W,10,Near Coast of Ecuador,M,"94.86km Jama,Manabi",20/04/2016 5:34,20/04/2016 7:46
3.9,19/04/2016 23:38,1.26ø S,81.03ø W,10,Ecuador - Manabi,M,"41.20km Puerto Lopez,Manabi",20/04/2016 4:38,20/04/2016 4:43
3.3,19/04/2016 23:15,0.45ø N,80.43ø W,9,Near Coast of Ecuador,M,"48.95km Muisne,Esmeraldas",20/04/2016 4:15,20/04/2016 4:19
4,19/04/2016 23:11,0.82ø S,81.15ø W,10,Off Coast of Ecuador,M,"51.73km Manta,Manabi",20/04/2016 4:11,20/04/2016 4:17
3.3,19/04/2016 23:00,0.51ø N,80.00ø W,5,Near Coast of Ecuador,M,"11.53km Muisne,Esmeraldas",20/04/2016 4:00,20/04/2016 4:06
3.9,19/04/2016 22:57,0.02ø S,80.89ø W,10,Near Coast of Ecuador,M,"72.57km Jama,Manabi",20/04/2016 3:57,20/04/2016 4:02
3.4,19/04/2016 22:55,0.73ø N,80.27ø W,19,Near Coast of Ecuador,M,"30.70km Muisne,Esmeraldas",20/04/2016 3:55,20/04/2016 4:01
3.3,19/04/2016 22:47,0.17ø S,79.88ø W,48,Ecuador - Manabi,M,"26.26km Flavio Alfaro,Manabi",20/04/2016 3:47,20/04/2016 3:51
3.5,19/04/2016 22:38,0.13ø S,81.14ø W,10,Off Coast of Ecuador,M,"96.11km Bahia de Caraquez,Manabi",20/04/2016 3:38,20/04/2016 3:48
3.5,19/04/2016 22:32,2.55ø S,80.83ø W,-,Near Coast of Ecuador,M,"36.37km La Libertad,Santa Elena",20/04/2016 3:32,20/04/2016 3:37
3.3,19/04/2016 22:16,0.08ø S,80.82ø W,10,Near Coast of Ecuador,M,"63.37km Jama,Manabi",20/04/2016 3:16,20/04/2016 3:22
3.1,19/04/2016 22:08,0.66ø N,80.51ø W,8,Near Coast of Ecuador,M,"54.69km Muisne,Esmeraldas",20/04/2016 3:08,20/04/2016 3:12
3,19/04/2016 21:41,0.56ø N,80.25ø W,14,Near Coast of Ecuador,M,"26.15km Muisne,Esmeraldas",20/04/2016 2:41,20/04/2016 2:46
3.8,19/04/2016 21:27,0.53ø N,79.90ø W,5,Near Coast of Ecuador,M,"16.20km Muisne,Esmeraldas",20/04/2016 2:27,20/04/2016 2:31
3.1,19/04/2016 21:23,1.06ø S,78.32ø W,5,Ecuador - Napo,M,"27.94km Pillaro,Tungurahua",20/04/2016 2:23,20/04/2016 2:25
3.2,19/04/2016 21:15,0.64ø N,80.07ø W,10,Near Coast of Ecuador,M,"6.33km Muisne,Esmeraldas",20/04/2016 2:15,20/04/2016 2:18
3.6,19/04/2016 21:13,0.79ø N,80.43ø W,5,Near Coast of Ecuador,M,"49.66km Muisne,Esmeraldas",20/04/2016 2:13,20/04/2016 2:18
3.4,19/04/2016 20:59,0.66ø N,80.17ø W,10,Near Coast of Ecuador,M,"17.46km Muisne,Esmeraldas",20/04/2016 1:59,20/04/2016 2:09
4.4,19/04/2016 20:50,0.70ø N,80.13ø W,2,Near Coast of Ecuador,M,"15.64km Muisne,Esmeraldas",20/04/2016 1:50,20/04/2016 1:59
4.2,19/04/2016 20:49,0.65ø N,80.05ø W,3,Ecuador - Esmeraldas,M,"5.37km Muisne,Esmeraldas",20/04/2016 1:49,20/04/2016 2:02
4.1,19/04/2016 20:48,0.56ø N,79.91ø W,6,Near Coast of Ecuador,M,"13.58km Muisne,Esmeraldas",20/04/2016 1:48,20/04/2016 2:05
3.1,19/04/2016 20:45,0.49ø N,79.74ø W,10,Near Coast of Ecuador,M,"34.02km Muisne,Esmeraldas",20/04/2016 1:45,20/04/2016 2:07
3.3,19/04/2016 20:41,0.55ø N,79.85ø W,10,Near Coast of Ecuador,M,"20.18km Muisne,Esmeraldas",20/04/2016 1:41,20/04/2016 1:49
3.9,19/04/2016 20:30,0.18ø N,80.35ø W,5,Near Coast of Ecuador,M,"35.28km Pedernales,Manabi",20/04/2016 1:30,20/04/2016 1:39
4.9,19/04/2016 20:25,0.50ø N,87.90ø W,10,Galapagos Islands Region,A,"246.27km Puerto Baquerizo Moreno,Galapagos",20/04/2016 1:25,20/04/2016 1:38
3,19/04/2016 20:20,0.45ø N,79.82ø W,4,Near Coast of Ecuador,M,"28.66km Muisne,Esmeraldas",20/04/2016 1:20,20/04/2016 1:23
3.1,19/04/2016 20:13,0.40ø N,79.83ø W,10,Near Coast of Ecuador,M,"31.68km Muisne,Esmeraldas",20/04/2016 1:13,20/04/2016 1:18
3.3,19/04/2016 20:06,0.05ø S,80.25ø W,5,Near Coast of Ecuador,M,"17.49km Jama,Manabi",20/04/2016 1:06,29/06/2016 20:37
3.1,19/04/2016 19:39,0.70ø N,80.16ø W,10,Near Coast of Ecuador,M,"18.35km Muisne,Esmeraldas",20/04/2016 0:39,20/04/2016 0:45
3.7,19/04/2016 19:33,1.20ø S,80.91ø W,10,Ecuador - Manabi,M,"32.82km Montecristi,Manabi",20/04/2016 0:33,20/04/2016 0:39
3.1,19/04/2016 19:30,0.12ø S,80.14ø W,7,Ecuador - Manabi,M,"16.57km Jama,Manabi",20/04/2016 0:30,29/06/2016 20:35
3.4,19/04/2016 19:23,0.82ø N,80.48ø W,5,Near Coast of Ecuador,M,"56.10km Muisne,Esmeraldas",20/04/2016 0:23,20/04/2016 0:26
3.9,19/04/2016 19:02,1.13ø S,81.07ø W,18,Off Coast of Ecuador,M,"44.33km Manta,Manabi",20/04/2016 0:02,29/06/2016 20:32
3.4,19/04/2016 18:56,0.63ø N,80.03ø W,1,Near Coast of Ecuador,M,"2.29km Muisne,Esmeraldas",19/04/2016 23:56,20/04/2016 0:02
3.2,19/04/2016 18:46,0.54ø N,80.01ø W,0,Ecuador - Esmeraldas,M,"8.05km Muisne,Esmeraldas",19/04/2016 23:46,19/04/2016 23:55
3.2,19/04/2016 18:39,0.51ø S,80.36ø W,7,Ecuador - Manabi,M,"12.09km San Vicente,Manabi",19/04/2016 23:39,29/06/2016 20:25
3.7,19/04/2016 18:37,0.60ø N,79.99ø W,3,Near Coast of Ecuador,M,"3.65km Muisne,Esmeraldas",19/04/2016 23:37,19/04/2016 23:40
3.8,19/04/2016 18:19,1.10ø S,81.11ø W,11,Off Coast of Ecuador,M,"46.81km Manta,Manabi",19/04/2016 23:19,29/06/2016 20:21
3.9,19/04/2016 18:11,0.59ø N,80.07ø W,8,Near Coast of Ecuador,M,"6.58km Muisne,Esmeraldas",19/04/2016 23:11,29/06/2016 20:16
3.3,19/04/2016 18:05,0.76ø N,80.19ø W,3,Near Coast of Ecuador,M,"25.30km Muisne,Esmeraldas",19/04/2016 23:05,29/06/2016 20:07
3.3,19/04/2016 18:00,0.72ø N,80.20ø W,10,Near Coast of Ecuador,M,"23.31km Muisne,Esmeraldas",19/04/2016 23:00,19/04/2016 23:10
3.5,19/04/2016 17:58,0.74ø N,80.18ø W,4,Near Coast of Ecuador,M,"22.76km Muisne,Esmeraldas",19/04/2016 22:58,19/04/2016 23:03
3.4,19/04/2016 17:47,0.29ø N,80.08ø W,8,Near Coast of Ecuador,M,"24.33km Pedernales,Manabi",19/04/2016 22:47,19/04/2016 22:57
3.7,19/04/2016 17:36,0.62ø N,80.08ø W,1,Near Coast of Ecuador,M,"6.20km Muisne,Esmeraldas",19/04/2016 22:36,29/06/2016 19:59
4,19/04/2016 17:31,0.72ø N,80.26ø W,10,Near Coast of Ecuador,M,"29.22km Muisne,Esmeraldas",19/04/2016 22:31,19/04/2016 22:42
4.7,19/04/2016 17:25,0.79ø N,80.47ø W,3,Near Coast of Ecuador,M,"53.77km Muisne,Esmeraldas",19/04/2016 22:25,19/04/2016 22:45
5.7,19/04/2016 17:22,0.57ø N,80.07ø W,5,Near Coast of Ecuador,M,"7.83km Muisne,Esmeraldas",19/04/2016 22:22,29/06/2016 19:55
3.8,19/04/2016 17:19,0.14ø S,80.76ø W,2,Near Coast of Ecuador,M,"55.66km Jama,Manabi",19/04/2016 22:19,19/04/2016 22:23
4.4,19/04/2016 16:54,0.65ø N,80.08ø W,4,Ecuador - Esmeraldas,M,"7.86km Muisne,Esmeraldas",19/04/2016 21:54,19/04/2016 21:58
3.4,19/04/2016 16:38,0.14ø S,80.45ø W,9,Near Coast of Ecuador,M,"21.86km Jama,Manabi",19/04/2016 21:38,28/04/2016 19:32
4.4,19/04/2016 15:44,1.08ø S,81.03ø W,2,Off Coast of Ecuador,M,"37.83km Manta,Manabi",19/04/2016 20:44,29/06/2016 19:40
3.6,19/04/2016 15:24,0.43ø N,80.72ø W,9,Near Coast of Ecuador,M,"80.37km Muisne,Esmeraldas",19/04/2016 20:24,19/04/2016 20:33
3.5,19/04/2016 15:22,0.07ø N,80.90ø W,5,Near Coast of Ecuador,M,"76.99km Jama,Manabi",19/04/2016 20:22,19/04/2016 20:29
3.2,19/04/2016 15:14,0.79ø N,80.43ø W,8,Near Coast of Ecuador,M,"49.41km Muisne,Esmeraldas",19/04/2016 20:14,29/06/2016 19:15
3.2,19/04/2016 15:06,0.23ø S,80.71ø W,7,Near Coast of Ecuador,M,"49.76km Jama,Manabi",19/04/2016 20:06,19/04/2016 20:11
3.7,19/04/2016 14:34,0.04ø S,80.41ø W,5,Near Coast of Ecuador,M,"24.30km Jama,Manabi",19/04/2016 19:34,19/04/2016 19:41
3.5,19/04/2016 12:37,1.06ø S,81.03ø W,5,Off Coast of Ecuador,M,"37.16km Manta,Manabi",19/04/2016 17:37,19/04/2016 17:43
3.5,19/04/2016 12:29,0.16ø S,80.73ø W,5,Near Coast of Ecuador,M,"52.10km Jama,Manabi",19/04/2016 17:29,19/04/2016 17:39
4.5,19/04/2016 12:15,1.10ø S,81.36ø W,5,Off Coast of Ecuador,M,"73.89km Manta,Manabi",19/04/2016 17:15,19/04/2016 17:46
5.1,19/04/2016 12:12,1.16ø S,81.24ø W,1,Off Coast of Ecuador,M,"62.82km Manta,Manabi",19/04/2016 17:12,19/04/2016 17:20
4,19/04/2016 12:08,1.03ø S,81.04ø W,13,Off Coast of Ecuador,M,"37.68km Manta,Manabi",19/04/2016 17:08,29/06/2016 17:10
3.6,19/04/2016 11:33,0.36ø N,80.34ø W,1,Near Coast of Ecuador,M,"45.22km Muisne,Esmeraldas",19/04/2016 16:33,19/04/2016 16:39
3.5,19/04/2016 11:31,0.44ø N,80.49ø W,10,Near Coast of Ecuador,M,"55.58km Muisne,Esmeraldas",19/04/2016 16:31,19/04/2016 16:41
3.8,19/04/2016 11:19,0.27ø S,80.55ø W,5,Near Coast of Ecuador,M,"32.75km Jama,Manabi",19/04/2016 16:19,19/04/2016 16:34
3.2,19/04/2016 10:40,0.36ø S,80.31ø W,12,Ecuador - Manabi,M,"18.32km Jama,Manabi",19/04/2016 15:40,19/04/2016 15:52
3.6,19/04/2016 8:56,1.24ø S,80.97ø W,10,Ecuador - Manabi,M,"39.47km Puerto Lopez,Manabi",19/04/2016 13:56,19/04/2016 14:26
4,19/04/2016 8:38,0.29ø S,80.16ø W,3,Near Coast of Ecuador,M,"15.11km Jama,Manabi",19/04/2016 13:38,19/04/2016 13:47
3.4,19/04/2016 8:15,0.36ø S,80.09ø W,9,Ecuador - Manabi,M,"21.09km Flavio Alfaro,Manabi",19/04/2016 13:15,19/04/2016 13:24
3.7,19/04/2016 8:12,0.68ø N,80.11ø W,10,Near Coast of Ecuador,M,"12.51km Muisne,Esmeraldas",19/04/2016 13:12,19/04/2016 13:17
3,19/04/2016 8:07,0.37ø N,80.08ø W,10,Near Coast of Ecuador,M,"27.67km Muisne,Esmeraldas",19/04/2016 13:07,19/04/2016 13:51
3.2,19/04/2016 7:48,0.69ø N,80.20ø W,2,Near Coast of Ecuador,M,"21.77km Muisne,Esmeraldas",19/04/2016 12:48,19/04/2016 13:07
3.9,19/04/2016 7:42,0.66ø N,80.35ø W,10,Near Coast of Ecuador,M,"37.02km Muisne,Esmeraldas",19/04/2016 12:42,19/04/2016 13:31
3.5,19/04/2016 6:24,0.82ø S,81.15ø W,17,Off Coast of Ecuador,M,"51.73km Manta,Manabi",19/04/2016 11:24,19/04/2016 11:38
3.9,19/04/2016 5:05,0.57ø N,79.91ø W,7,Near Coast of Ecuador,M,"13.15km Muisne,Esmeraldas",19/04/2016 10:05,19/04/2016 10:24
4.2,19/04/2016 5:01,1.09ø S,81.09ø W,10,Off Coast of Ecuador,M,"44.51km Manta,Manabi",19/04/2016 10:01,19/04/2016 10:07
3.7,19/04/2016 4:01,1.10ø S,80.95ø W,10,Near Coast of Ecuador,M,"30.59km Manta,Manabi",19/04/2016 9:01,19/04/2016 9:06
4,19/04/2016 2:44,0.15ø S,80.82ø W,7,Near Coast of Ecuador,M,"62.17km Jama,Manabi",19/04/2016 7:44,19/04/2016 7:50
3.6,19/04/2016 2:24,1.14ø S,81.27ø W,15,Off Coast of Ecuador,M,"65.28km Manta,Manabi",19/04/2016 7:24,19/04/2016 7:34
3.9,18/04/2016 23:23,0.05ø N,80.80ø W,7,Near Coast of Ecuador,M,"65.93km Jama,Manabi",19/04/2016 4:23,19/04/2016 5:09
3.3,18/04/2016 23:12,0.02ø N,81.04ø W,10,Off Coast of Ecuador,M,"89.83km Jama,Manabi",19/04/2016 4:12,28/04/2016 13:22
3.6,18/04/2016 23:00,0.08ø S,80.85ø W,7,Near Coast of Ecuador,M,"66.64km Jama,Manabi",19/04/2016 4:00,19/04/2016 4:07
4,18/04/2016 22:57,0.01ø S,80.80ø W,5,Near Coast of Ecuador,M,"63.38km Jama,Manabi",19/04/2016 3:57,19/04/2016 4:03
3.5,18/04/2016 21:44,0.80ø N,80.50ø W,5,Near Coast of Ecuador,M,"57.28km Muisne,Esmeraldas",19/04/2016 2:44,19/04/2016 2:57
3.4,18/04/2016 21:11,0.06ø S,80.90ø W,7,Near Coast of Ecuador,M,"72.54km Jama,Manabi",19/04/2016 2:11,19/04/2016 2:15
4,18/04/2016 21:03,0.05ø S,80.76ø W,10,Near Coast of Ecuador,M,"57.76km Jama,Manabi",19/04/2016 2:03,19/04/2016 2:09
3.9,18/04/2016 20:43,0.75ø S,81.03ø W,10,Off Coast of Ecuador,M,"43.14km Manta,Manabi",19/04/2016 1:43,19/04/2016 1:48
3,18/04/2016 20:07,0.56ø N,80.26ø W,10,Near Coast of Ecuador,M,"27.23km Muisne,Esmeraldas",19/04/2016 1:07,21/04/2016 20:43
3.2,18/04/2016 19:47,0.47ø N,80.42ø W,6,Near Coast of Ecuador,M,"47.13km Muisne,Esmeraldas",19/04/2016 0:47,21/04/2016 20:16
3.3,18/04/2016 18:08,0.46ø N,80.66ø W,5,Near Coast of Ecuador,M,"73.08km Muisne,Esmeraldas",18/04/2016 23:08,26/04/2016 21:35
3.1,18/04/2016 17:48,0.67ø N,79.83ø W,10,Near Coast of Ecuador,M,"22.10km Atacames,Esmeraldas",18/04/2016 22:48,18/04/2016 23:16
3.7,18/04/2016 17:24,0.58ø N,80.08ø W,3,Near Coast of Ecuador,M,"7.48km Muisne,Esmeraldas",18/04/2016 22:24,18/04/2016 22:29
3.2,18/04/2016 17:22,0.64ø N,79.99ø W,2,Near Coast of Ecuador,M,"4.65km Muisne,Esmeraldas",18/04/2016 22:22,18/04/2016 22:27
3.4,18/04/2016 17:06,0.32ø S,80.37ø W,3,Ecuador - Manabi,M,"17.68km Jama,Manabi",18/04/2016 22:06,18/04/2016 22:11
3.8,18/04/2016 17:01,0.32ø S,80.39ø W,20,Ecuador - Manabi,M,"19.24km Jama,Manabi",18/04/2016 22:01,18/04/2016 22:07
3.3,18/04/2016 16:58,0.25ø S,80.57ø W,15,Near Coast of Ecuador,M,"34.51km Jama,Manabi",18/04/2016 21:58,18/04/2016 22:04
3.8,18/04/2016 16:46,0.01ø S,80.10ø W,10,Ecuador - Manabi,M,"10.71km Pedernales,Manabi",18/04/2016 21:46,18/04/2016 21:50
5.4,18/04/2016 16:15,0.09ø N,80.73ø W,11,Near Coast of Ecuador,M,"61.22km Jama,Manabi",18/04/2016 21:15,18/04/2016 23:39
3.2,18/04/2016 16:13,0.72ø N,80.15ø W,10,Near Coast of Ecuador,M,"18.77km Muisne,Esmeraldas",18/04/2016 21:13,18/04/2016 21:32
3.3,18/04/2016 16:11,0.60ø N,80.31ø W,8,Near Coast of Ecuador,M,"32.21km Muisne,Esmeraldas",18/04/2016 21:11,18/04/2016 21:33
3.6,18/04/2016 15:51,0.67ø N,80.16ø W,10,Near Coast of Ecuador,M,"16.80km Muisne,Esmeraldas",18/04/2016 20:51,18/04/2016 20:56
4.4,18/04/2016 15:00,0.16ø S,80.86ø W,16,Near Coast of Ecuador,M,"66.52km Jama,Manabi",18/04/2016 20:00,18/04/2016 20:06
3.5,18/04/2016 14:55,0.45ø S,80.39ø W,3,Ecuador - Manabi,M,"17.26km San Vicente,Manabi",18/04/2016 19:55,18/04/2016 20:11
3.7,18/04/2016 14:21,0.87ø S,80.96ø W,5,Near Coast of Ecuador,M,"29.96km Manta,Manabi",18/04/2016 19:21,18/04/2016 19:26
